recd,NetID,Brand,Age.f,Status.i,PHI.i,Status.f,PHI.f,Damage_related
6464,L820,Interceptor,12,Not in use,NA,Not used last night,NA,No
6465,L821,Interceptor,12,Not in use,NA,Not used last night,NA,No
6466,L822,Interceptor,12,Used last night,NA,Used last night,NA,No
6467,L823,Interceptor,12,Used last night,NA,Used last night,NA,No
6468,L824,Interceptor,12,Used last night,NA,Used last night,NA,No
6469,L825,Interceptor,12,Not in use,NA,Not in use,NA,No
6470,L826,Interceptor,12,Not in use,NA,Not in use,NA,No
6471,L827,Interceptor,12,Used last night,NA,Not used last night,NA,No
6472,L828,Interceptor,12,Used last night,NA,Used last night,NA,No
6473,L829,Interceptor,12,Used last night,NA,Used last night,NA,No
6474,L830,Interceptor,12,Not in use,NA,Not in use,NA,No
6475,L831,Interceptor,12,Used last night,NA,Used last night,NA,No
6476,L832,Interceptor,12,Used last night,NA,Used last night,NA,No
6477,L833,Interceptor,12,Not in use,NA,Used last night,NA,No
6478,L834,Interceptor,12,Used last night,NA,Used last night,NA,No
6479,L835,Interceptor,12,Used last night,NA,Used last night,NA,No
6480,L836,Interceptor,12,Used last night,NA,Not used last night,27,No
6481,L837,Interceptor,12,Used last night,NA,Not used last night,0,No
6482,L838,Interceptor,12,Used last night,NA,Used last night,70,No
6483,L839,Interceptor,12,Used last night,NA,Used last night,NA,No
6484,L840,Interceptor,12,Used last night,NA,Not in use,NA,No
6485,L841,Interceptor,12,Not used last night,NA,Not used last night,0,No
6486,L842,Interceptor,12,Used last night,NA,Used last night,NA,No
6487,L843,Interceptor,12,Used last night,NA,Used last night,NA,No
6488,L844,Interceptor,12,Used last night,NA,Used last night,NA,No
6489,L845,Interceptor,12,Not in use,NA,Used last night,NA,No
6490,L846,Interceptor,12,Used last night,NA,Used last night,NA,No
6491,L847,Interceptor,12,Not in use,NA,Not in use,NA,No
6492,L848,Interceptor,12,Not in use,NA,Not used last night,NA,No
6493,L849,Interceptor,12,Used last night,NA,Not used last night,NA,No
6494,L850,Interceptor,12,Not in use,NA,Used last night,NA,No
6495,L851,Interceptor,12,Used last night,NA,Used last night,NA,No
6496,L852,Interceptor,12,Not in use,NA,Not used last night,NA,No
6497,L853,Interceptor,12,Not in use,NA,Not used last night,NA,No
6498,L854,Interceptor,12,Used last night,NA,Used last night,NA,No
6499,L855,Interceptor,12,Not in use,NA,Used last night,NA,No
6500,L856,Interceptor,12,Not in use,NA,Used last night,NA,No
6501,L857,Interceptor,12,Used last night,NA,Not used last night,NA,No
6502,L858,Interceptor,12,Used last night,NA,Used last night,NA,No
6503,L859,Interceptor,12,Used last night,NA,Used last night,0,No
6504,L860,Interceptor,12,Not in use,NA,Not in use,NA,No
6505,L861,Interceptor,12,Not in use,NA,Not in use,NA,No
6506,L862,Interceptor,12,Used last night,NA,Not in use,NA,No
6508,L864,Interceptor,12,Used last night,NA,Not used last night,NA,No
6509,L865,Interceptor,12,Used last night,NA,Used last night,NA,No
6510,L866,Interceptor,12,Not in use,NA,Not in use,NA,No
6511,L867,Interceptor,12,Not in use,NA,Not in use,NA,No
6512,L868,Interceptor,12,Not in use,NA,Not used last night,NA,No
6513,L869,Interceptor,12,Used last night,NA,Used last night,NA,No
6514,L870,Interceptor,12,Used last night,NA,Used last night,NA,No
6515,L871,Interceptor,12,Not in use,NA,Used last night,NA,No
6516,L872,Interceptor,12,Not in use,NA,Not in use,NA,No
6517,L873,Interceptor,12,Not in use,NA,Not in use,NA,No
6518,L874,Interceptor,12,Used last night,NA,Used last night,NA,No
6519,L875,Interceptor,12,Used last night,NA,Used last night,NA,No
6520,L876,Interceptor,12,Used last night,NA,Used last night,NA,No
6521,L877,Interceptor,12,Used last night,NA,Used last night,NA,No
6522,L878,Interceptor,12,Used last night,NA,Not in use,NA,No
6523,L879,Interceptor,12,Used last night,NA,Used last night,NA,No
6524,L880,Interceptor,12,Used last night,NA,Used last night,NA,No
6525,L881,Interceptor,12,Not in use,NA,Not in use,NA,No
6526,L882,Interceptor,12,Used last night,NA,Used last night,NA,No
6527,L883,Interceptor,12,Used last night,NA,Not used last night,NA,No
6528,L884,Interceptor,12,Used last night,NA,Not used last night,NA,No
6529,L885,Interceptor,12,Not in use,NA,Used last night,NA,No
6530,L886,Interceptor,12,Not used last night,NA,Not in use,NA,No
6531,L887,Interceptor,12,Not used last night,NA,Not in use,NA,No
6532,L888,Interceptor,12,Not in use,NA,Not used last night,NA,No
6533,L889,Interceptor,12,Used last night,0,Attrited,NA,NA
6534,L890,Interceptor,12,Not in use,NA,Used last night,NA,No
6535,L891,Interceptor,12,Used last night,NA,Not used last night,NA,No
6536,L892,Interceptor,12,Used last night,NA,Not used last night,NA,No
6537,L893,Interceptor,12,Used last night,NA,Used last night,NA,No
6538,L894,Interceptor,12,Used last night,NA,Used last night,NA,No
6539,L895,Interceptor,12,Used last night,NA,Used last night,NA,No
6541,L897,Interceptor,12,Not in use,NA,Used last night,NA,No
6543,L899,Interceptor,12,Not in use,NA,Not in use,NA,No
6544,L900,Interceptor,12,Not in use,NA,Used last night,NA,No
6545,L901,Interceptor,12,Not in use,0,Attrited,NA,NA
6546,L902,Interceptor,12,Used last night,NA,Used last night,1,No
6548,L904,Interceptor,12,Used last night,NA,Not in use,0,No
6549,L905,Interceptor,12,Used last night,NA,Used last night,NA,No
6550,L906,Interceptor,12,Used last night,NA,Used last night,NA,No
6551,L907,Interceptor,12,Used last night,NA,Used last night,NA,No
6552,L908,Interceptor,12,Used last night,NA,Used last night,NA,No
6553,L909,Interceptor,12,Used last night,NA,Used last night,NA,No
6554,L910,Interceptor,12,Used last night,NA,Used last night,NA,No
6555,L911,Interceptor,12,Used last night,NA,Not in use,NA,No
6556,L912,Interceptor,12,Used last night,NA,Used last night,NA,No
6557,L913,Interceptor,12,Not in use,NA,Used last night,NA,No
6558,L914,Interceptor,12,Used last night,NA,Not used last night,NA,No
6559,L915,Interceptor,12,Not in use,NA,Not in use,NA,No
6560,L916,Interceptor,12,Not used last night,NA,Not used last night,0,No
6561,L917,Interceptor,12,Used last night,NA,Used last night,NA,No
6562,L918,Interceptor,12,Used last night,NA,Used last night,NA,No
6563,L919,Interceptor,12,Used last night,NA,Used last night,NA,No
6564,L920,Interceptor,12,Used last night,NA,Used last night,NA,No
6565,L921,Interceptor,12,Not in use,NA,Used last night,NA,No
6566,L922,Interceptor,12,Used last night,NA,Used last night,NA,No
6567,L923,Interceptor,12,Used last night,NA,Used last night,NA,No
6568,L924,Interceptor,12,Used last night,NA,Used last night,NA,No
6569,L925,Interceptor,12,Used last night,NA,Used last night,NA,No
6570,L926,Interceptor,12,Used last night,NA,Used last night,NA,No
6571,L927,Interceptor,12,Used last night,NA,Used last night,NA,No
6572,L928,Interceptor,12,Used last night,NA,Used last night,NA,No
6573,L929,Interceptor,12,Not in use,NA,Not in use,NA,No
6574,L930,Interceptor,12,Used last night,NA,Used last night,NA,No
6575,L931,Interceptor,12,Not in use,NA,Not in use,NA,No
6576,L932,Interceptor,12,Not in use,NA,Used last night,NA,No
6577,L933,Interceptor,12,Used last night,NA,Not used last night,NA,No
6578,L934,Interceptor,12,Used last night,0,Attrited,NA,NA
6579,L935,Interceptor,12,Used last night,NA,Not in use,NA,No
6580,L936,Interceptor,12,Used last night,NA,Used last night,NA,No
6581,L937,Interceptor,12,Not in use,NA,Not in use,NA,No
6582,L938,Interceptor,12,Used last night,NA,Used last night,NA,No
6583,L939,Interceptor,12,Not in use,NA,Not in use,0,No
6584,L940,Interceptor,12,Not in use,NA,Not in use,NA,No
6585,L941,Interceptor,12,Used last night,NA,Used last night,NA,No
6586,L942,Interceptor,12,Used last night,NA,Used last night,NA,No
6587,L950,Interceptor,12,Not in use,NA,Not used last night,NA,No
6588,L951,Interceptor,12,Not in use,NA,Not in use,NA,No
6589,L952,Interceptor,12,Not in use,NA,Used last night,NA,No
6590,L953,Interceptor,12,Not in use,NA,Used last night,NA,No
6593,L967,Interceptor,12,Used last night,NA,Used last night,NA,No
6594,L968,Interceptor,12,Used last night,NA,Used last night,71,No
6597,M180,NetProtect,12,Used last night,NA,Not in use,NA,No
6598,M181,NetProtect,12,Not in use,NA,Used last night,NA,No
6599,M182,NetProtect,12,Used last night,NA,Used last night,NA,No
6600,M183,NetProtect,12,Used last night,NA,Not in use,NA,No
6601,M184,NetProtect,12,Used last night,NA,Not used last night,NA,No
6602,M185,NetProtect,12,Not in use,NA,Not used last night,NA,No
6603,M187,NetProtect,12,Used last night,NA,Used last night,NA,No
6604,M188,NetProtect,12,Used last night,NA,Used last night,NA,No
6605,M189,NetProtect,12,Used last night,NA,Used last night,48,No
6606,M190,NetProtect,12,Not in use,NA,Not in use,NA,No
6607,M191,NetProtect,12,Not in use,NA,Used last night,NA,No
6608,M192,NetProtect,12,Not in use,NA,Used last night,NA,No
6609,M193,NetProtect,12,Used last night,NA,Used last night,NA,No
6610,M194,NetProtect,12,Not in use,NA,Not in use,NA,No
6612,M197,NetProtect,12,Not in use,NA,Not in use,NA,No
6613,M198,NetProtect,12,Used last night,NA,Not used last night,NA,No
6614,M199,NetProtect,12,Used last night,NA,Used last night,NA,No
6615,M201,NetProtect,12,Not in use,NA,Not used last night,NA,No
6616,M202,NetProtect,12,Used last night,NA,Used last night,NA,No
6617,M203,NetProtect,12,Used last night,NA,Used last night,NA,No
6618,M204,NetProtect,12,Used last night,NA,Not in use,NA,No
6619,M205,NetProtect,12,Used last night,NA,Used last night,NA,No
6620,M206,NetProtect,12,Used last night,NA,Used last night,NA,No
6621,M207,NetProtect,12,Not in use,NA,Not in use,NA,No
6622,M208,NetProtect,12,Not in use,NA,Not in use,0,No
6623,M210,NetProtect,12,Used last night,0,Attrited,NA,NA
6624,M211,NetProtect,12,Used last night,NA,Not used last night,NA,No
6625,M212,NetProtect,12,Not in use,NA,Not used last night,NA,No
6626,M213,NetProtect,12,Not in use,23,Attrited,NA,NA
6627,M214,NetProtect,12,Not in use,0,Attrited,NA,NA
6628,M216,NetProtect,12,Not in use,NA,Not used last night,NA,No
6629,M217,NetProtect,12,Not in use,NA,Not in use,NA,No
6630,M218,NetProtect,12,Not in use,NA,Used last night,NA,No
6632,M220,NetProtect,12,Not in use,NA,Not used last night,NA,No
6633,M221,NetProtect,12,Not used last night,NA,Not in use,NA,No
6634,M222,NetProtect,12,Not in use,NA,Not in use,NA,No
6635,M223,NetProtect,12,Used last night,NA,Used last night,NA,No
6636,M224,NetProtect,12,Used last night,NA,Not used last night,NA,No
6637,M225,NetProtect,12,Not in use,NA,Not in use,NA,No
6638,M226,NetProtect,12,Used last night,NA,Not in use,NA,No
6639,M227,NetProtect,12,Used last night,NA,Used last night,NA,No
6640,M228,NetProtect,12,Not in use,NA,Not used last night,NA,No
6641,M229,NetProtect,12,Used last night,NA,Not in use,NA,No
6642,M230,NetProtect,12,Not used last night,NA,Not in use,NA,No
6643,M231,NetProtect,12,Used last night,NA,Used last night,NA,No
6644,M232,NetProtect,12,Not used last night,NA,Used last night,NA,No
6645,M233,NetProtect,12,Used last night,NA,Not in use,NA,No
6646,M234,NetProtect,12,Not in use,NA,Used last night,NA,No
6648,M236,NetProtect,12,Used last night,NA,Used last night,NA,No
6649,M237,NetProtect,12,Used last night,NA,Used last night,NA,No
6651,M239,NetProtect,12,Used last night,NA,Used last night,NA,No
6652,M241,NetProtect,12,Used last night,NA,Not in use,NA,No
6653,M242,NetProtect,12,Used last night,NA,Not used last night,NA,No
6654,M243,NetProtect,12,Not used last night,NA,Used last night,NA,No
6655,M244,NetProtect,12,Used last night,NA,Used last night,NA,No
6657,M246,NetProtect,12,Not in use,0,Attrited,NA,NA
6659,M248,NetProtect,12,Not in use,NA,Used last night,NA,No
6660,M249,NetProtect,12,Not used last night,NA,Used last night,NA,No
6663,M252,NetProtect,12,Used last night,NA,Not used last night,NA,No
6664,M253,NetProtect,12,Used last night,NA,Not used last night,NA,No
6665,M254,NetProtect,12,Not in use,NA,Not used last night,NA,No
6666,M256,NetProtect,12,Used last night,NA,Not used last night,NA,No
6667,M257,NetProtect,12,Used last night,NA,Used last night,NA,No
6668,M258,NetProtect,12,Not used last night,NA,Not in use,0,No
6669,M260,NetProtect,12,Used last night,NA,Used last night,NA,No
6670,M261,NetProtect,12,Not used last night,NA,Used last night,NA,No
6671,M262,NetProtect,12,Not in use,NA,Used last night,NA,No
6672,M263,NetProtect,12,Used last night,NA,Used last night,NA,No
6673,M264,NetProtect,12,Used last night,NA,Not in use,NA,No
6674,M265,NetProtect,12,Used last night,NA,Used last night,NA,No
6675,M266,NetProtect,12,Not used last night,NA,Used last night,NA,No
6677,M268,NetProtect,12,Used last night,NA,Used last night,NA,No
6678,M269,NetProtect,12,Not in use,NA,Used last night,NA,No
6679,M270,NetProtect,12,Not in use,NA,Used last night,NA,No
6680,M271,NetProtect,12,Not used last night,NA,Used last night,NA,No
6683,M275,NetProtect,12,Not in use,NA,Used last night,NA,No
6685,M277,NetProtect,12,Not in use,NA,Not in use,NA,No
6686,M278,NetProtect,12,Not in use,NA,Not in use,NA,No
6688,M280,NetProtect,12,Not in use,NA,Not in use,NA,No
6690,M282,NetProtect,12,Used last night,NA,Used last night,NA,No
6691,M283,NetProtect,12,Used last night,NA,Used last night,NA,No
6692,M284,NetProtect,12,Used last night,NA,Not used last night,0,No
6694,M286,NetProtect,12,Used last night,NA,Not used last night,NA,No
6695,M287,NetProtect,12,Not in use,NA,Not in use,0,No
6696,M288,NetProtect,12,Used last night,NA,Used last night,NA,No
6697,M289,NetProtect,12,Used last night,NA,Used last night,NA,No
6698,M290,NetProtect,12,Not in use,NA,Used last night,NA,No
6699,M291,NetProtect,12,Not used last night,NA,Used last night,NA,No
6700,M292,NetProtect,12,Not in use,NA,Not in use,0,No
6701,M293,NetProtect,12,Used last night,NA,Used last night,NA,No
6702,M294,NetProtect,12,Used last night,NA,Used last night,NA,No
6703,M295,NetProtect,12,Used last night,NA,Not used last night,NA,No
6704,M296,NetProtect,12,Used last night,NA,Used last night,NA,No
6705,M297,NetProtect,12,Not in use,NA,Used last night,NA,No
6706,M298,NetProtect,12,Used last night,NA,Used last night,NA,No
6707,M299,NetProtect,12,Not in use,NA,Not used last night,NA,No
6709,M301,NetProtect,12,Used last night,NA,Used last night,NA,No
6710,M302,NetProtect,12,Used last night,NA,Used last night,NA,No
6711,M303,NetProtect,12,Not in use,NA,Used last night,NA,No
6712,M304,NetProtect,12,Not used last night,NA,Used last night,NA,No
6713,M305,NetProtect,12,Not used last night,NA,Not in use,NA,No
6714,M306,NetProtect,12,Used last night,NA,Used last night,NA,No
6715,M307,NetProtect,12,Used last night,NA,Not used last night,NA,No
6716,M309,NetProtect,12,Used last night,NA,Used last night,NA,No
6717,M310,NetProtect,12,Used last night,NA,Used last night,NA,No
6718,M311,NetProtect,12,Not in use,NA,Not in use,NA,No
6719,M312,NetProtect,12,Used last night,NA,Not used last night,NA,No
6721,M314,NetProtect,12,Not in use,23,Attrited,NA,NA
6722,M315,NetProtect,12,Not in use,NA,Not used last night,NA,No
6723,M316,NetProtect,12,Not in use,NA,Not in use,NA,No
6724,M317,NetProtect,12,Not used last night,NA,Not in use,0,No
6725,M318,NetProtect,12,Used last night,NA,Not used last night,NA,No
6726,M319,NetProtect,12,Not in use,NA,Used last night,NA,No
6727,M322,NetProtect,12,Not in use,NA,Used last night,NA,No
6728,M323,NetProtect,12,Not in use,NA,Attrited,NA,NA
6730,M325,NetProtect,12,Used last night,NA,Used last night,NA,No
6732,M327,NetProtect,12,Used last night,NA,Used last night,NA,No
6733,M328,NetProtect,12,Not in use,NA,Not in use,NA,No
6734,M329,NetProtect,12,Used last night,NA,Not in use,NA,No
6736,M331,NetProtect,12,Used last night,NA,Not used last night,NA,No
6738,M333,NetProtect,12,Used last night,NA,Used last night,NA,No
6739,M334,NetProtect,12,Not used last night,NA,Used last night,NA,No
6740,M335,NetProtect,12,Used last night,NA,Used last night,NA,No
6742,M337,NetProtect,12,Used last night,NA,Not in use,NA,No
6743,M338,NetProtect,12,Used last night,NA,Used last night,NA,No
6745,M340,NetProtect,12,Used last night,NA,Not in use,NA,No
6746,M341,NetProtect,12,Used last night,NA,Used last night,NA,No
6747,M342,NetProtect,12,Not in use,0,Attrited,NA,NA
6748,M343,NetProtect,12,Used last night,NA,Used last night,NA,No
6749,M344,NetProtect,12,Not used last night,NA,Used last night,NA,No
6750,M345,NetProtect,12,Used last night,0,Attrited,NA,NA
6751,M346,NetProtect,12,Not in use,NA,Not in use,NA,No
6752,M347,NetProtect,12,Not in use,NA,Not in use,NA,No
6753,M349,NetProtect,12,Used last night,NA,Used last night,NA,No
6754,M350,NetProtect,12,Used last night,NA,Not in use,NA,No
6762,M360,NetProtect,12,Not in use,NA,Not in use,NA,No
6763,M362,NetProtect,12,Not in use,NA,Used last night,NA,No
6765,M366,NetProtect,12,Not in use,NA,Not used last night,NA,No
6767,M369,NetProtect,12,Used last night,NA,Not in use,NA,No
6768,M370,NetProtect,12,Not used last night,0,Attrited,NA,NA
6769,M371,NetProtect,12,Not in use,NA,Not in use,NA,No
6770,M372,NetProtect,12,Not in use,NA,Not in use,NA,No
6771,M374,NetProtect,12,Not in use,NA,Not in use,NA,No
6772,M375,NetProtect,12,Used last night,NA,Not used last night,NA,No
6773,M376,NetProtect,12,Not in use,NA,Used last night,NA,No
6774,M377,NetProtect,12,Used last night,NA,Not in use,NA,No
6775,M379,NetProtect,12,Used last night,NA,Used last night,NA,No
6776,M380,NetProtect,12,Used last night,NA,Not in use,NA,No
6777,M382,NetProtect,12,Not in use,NA,Not in use,NA,No
6778,M383,NetProtect,12,Used last night,NA,Used last night,NA,No
6780,M386,NetProtect,12,Used last night,NA,Not used last night,NA,No
6781,M387,NetProtect,12,Used last night,NA,Used last night,NA,No
6784,M390,NetProtect,12,Used last night,NA,Attrited,NA,NA
6785,M391,NetProtect,12,Not in use,NA,Not in use,NA,No
6786,M392,NetProtect,12,Not in use,NA,Not in use,NA,No
6787,M393,NetProtect,12,Used last night,NA,Used last night,NA,No
6790,M396,NetProtect,12,Not in use,NA,Not in use,NA,No
6791,M397,NetProtect,12,Used last night,NA,Used last night,NA,No
6792,M398,NetProtect,12,Used last night,NA,Not in use,NA,No
6793,M399,NetProtect,12,Not in use,0,Attrited,NA,NA
6794,M400,NetProtect,12,Used last night,NA,Used last night,NA,No
6795,M401,NetProtect,12,Used last night,NA,Used last night,NA,No
6796,M402,NetProtect,12,Not used last night,NA,Not used last night,NA,No
6797,M403,NetProtect,12,Not in use,NA,Not in use,NA,No
6798,M404,NetProtect,12,Not in use,NA,Not in use,NA,No
6799,M405,NetProtect,12,Used last night,NA,Used last night,NA,No
6800,M406,NetProtect,12,Not in use,NA,Used last night,0,No
6801,M407,NetProtect,12,Used last night,0,Attrited,NA,NA
6802,M408,NetProtect,12,Used last night,NA,Used last night,NA,No
6803,M409,NetProtect,12,Used last night,NA,Used last night,NA,No
6804,M410,NetProtect,12,Used last night,NA,Used last night,NA,No
6805,M411,NetProtect,12,Not in use,NA,Not in use,NA,No
6806,M412,NetProtect,12,Used last night,NA,Used last night,NA,No
6807,M413,NetProtect,12,Not in use,NA,Not used last night,NA,No
6808,M414,NetProtect,12,Not in use,NA,Not in use,NA,No
6809,M415,NetProtect,12,Not in use,NA,Not in use,NA,No
6811,M417,NetProtect,12,Used last night,NA,Used last night,NA,No
6812,M418,NetProtect,12,Used last night,NA,Used last night,NA,No
6813,M419,NetProtect,12,Used last night,NA,Used last night,NA,No
6814,M420,NetProtect,12,Not in use,NA,Not in use,0,No
6815,M421,NetProtect,12,Not in use,NA,Not in use,NA,No
6816,M422,NetProtect,12,Used last night,NA,Not in use,NA,No
6817,M423,NetProtect,12,Used last night,NA,Used last night,NA,No
6818,M424,NetProtect,12,Used last night,NA,Used last night,NA,No
6819,M425,NetProtect,12,Used last night,NA,Not used last night,NA,No
6820,M426,NetProtect,12,Not in use,NA,Not in use,0,No
6821,M428,NetProtect,12,Not used last night,NA,Not used last night,NA,No
6822,M429,NetProtect,12,Used last night,NA,Used last night,NA,No
6823,M430,NetProtect,12,Used last night,NA,Not in use,NA,No
6826,M433,NetProtect,12,Not in use,NA,Not in use,NA,No
6827,M434,NetProtect,12,Not in use,NA,Not in use,NA,No
6829,M436,NetProtect,12,Used last night,NA,Not used last night,NA,No
6830,M437,NetProtect,12,Used last night,NA,Not in use,NA,No
6831,M438,NetProtect,12,Used last night,NA,Used last night,NA,No
6832,M439,NetProtect,12,Not in use,NA,Not in use,NA,No
6833,M440,NetProtect,12,Used last night,NA,Not in use,NA,No
6834,M441,NetProtect,12,Used last night,NA,Used last night,NA,No
6835,M442,NetProtect,12,Used last night,NA,Used last night,NA,No
6836,M443,NetProtect,12,Not used last night,NA,Not used last night,NA,No
6837,M444,NetProtect,12,Used last night,NA,Not used last night,NA,No
6838,M445,NetProtect,12,Used last night,NA,Not used last night,NA,No
6839,M446,NetProtect,12,Not used last night,NA,Not used last night,NA,No
6842,M449,NetProtect,12,Not in use,NA,Not used last night,NA,No
6843,M450,NetProtect,12,Used last night,NA,Not in use,NA,No
6844,M451,NetProtect,12,Not in use,NA,Used last night,NA,No
6845,M452,NetProtect,12,Not in use,NA,Attrited,NA,NA
6846,M453,NetProtect,12,Used last night,NA,Not in use,NA,No
6847,M454,NetProtect,12,Not in use,NA,Not in use,NA,No
6848,M455,NetProtect,12,Used last night,NA,Used last night,NA,No
6849,M456,NetProtect,12,Used last night,NA,Not in use,NA,No
6850,M457,NetProtect,12,Used last night,NA,Not used last night,NA,No
6852,M459,NetProtect,12,Not used last night,NA,Not in use,NA,No
6853,M460,NetProtect,12,Used last night,NA,Used last night,NA,No
6854,M461,NetProtect,12,Not in use,NA,Not used last night,NA,No
6855,M462,NetProtect,12,Not in use,NA,Used last night,NA,No
6856,M463,NetProtect,12,Not in use,NA,Not in use,NA,No
6857,M464,NetProtect,12,Used last night,NA,Not used last night,NA,No
6858,M465,NetProtect,12,Not in use,NA,Not in use,NA,No
6859,M466,NetProtect,12,Used last night,NA,Not in use,NA,No
6860,M467,NetProtect,12,Used last night,NA,Used last night,NA,No
6861,M468,NetProtect,12,Used last night,NA,Used last night,NA,No
6862,M469,NetProtect,12,Used last night,NA,Used last night,NA,No
6863,M470,NetProtect,12,Used last night,NA,Used last night,NA,No
6864,M471,NetProtect,12,Not in use,NA,Not in use,NA,No
6865,M472,NetProtect,12,Used last night,NA,Not used last night,NA,No
6866,M473,NetProtect,12,Used last night,NA,Used last night,NA,No
6867,M474,NetProtect,12,Used last night,NA,Used last night,NA,No
6868,M475,NetProtect,12,Used last night,NA,Attrited,NA,NA
6869,M476,NetProtect,12,Not in use,NA,Attrited,NA,NA
6870,M477,NetProtect,12,Not in use,NA,Not in use,NA,No
6871,M478,NetProtect,12,Used last night,NA,Used last night,NA,No
6872,M479,NetProtect,12,Used last night,NA,Not in use,NA,No
6873,M480,NetProtect,12,Not in use,NA,Not in use,NA,No
6874,M481,NetProtect,12,Used last night,NA,Attrited,NA,NA
6875,M482,NetProtect,12,Used last night,NA,Used last night,NA,No
6876,M483,NetProtect,12,Not in use,NA,Used last night,NA,No
6877,M484,NetProtect,12,Used last night,NA,Used last night,NA,No
6878,M485,NetProtect,12,Used last night,NA,Used last night,NA,No
6879,M487,NetProtect,12,Used last night,NA,Not used last night,NA,No
6880,M488,NetProtect,12,Used last night,NA,Not in use,NA,No
6881,M489,NetProtect,12,Used last night,NA,Not used last night,NA,No
6882,M490,NetProtect,12,Not in use,NA,Not in use,NA,No
6883,M491,NetProtect,12,Used last night,NA,Not in use,NA,No
6884,M492,NetProtect,12,Not in use,NA,Not in use,NA,No
6885,M493,NetProtect,12,Used last night,NA,Not in use,NA,No
6886,M494,NetProtect,12,Not used last night,NA,Used last night,NA,No
6887,M495,NetProtect,12,Used last night,NA,Not used last night,NA,No
6890,M498,NetProtect,12,Not in use,NA,Not in use,NA,No
6891,M499,NetProtect,12,Used last night,NA,Used last night,NA,No
6892,M501,NetProtect,12,Used last night,NA,Used last night,NA,No
6893,M502,NetProtect,12,Used last night,NA,Not in use,NA,No
6894,M503,NetProtect,12,Not in use,NA,Not in use,NA,No
6895,M504,NetProtect,12,Used last night,NA,Used last night,NA,No
6896,M505,NetProtect,12,Used last night,NA,Used last night,NA,No
6897,M506,NetProtect,12,Used last night,0,Attrited,NA,NA
6898,M507,NetProtect,12,Not in use,NA,Not in use,0,No
6900,M509,NetProtect,12,Not in use,NA,Used last night,NA,No
6901,M510,NetProtect,12,Used last night,NA,Used last night,NA,No
6902,M511,NetProtect,12,Used last night,NA,Not in use,NA,No
6903,M512,NetProtect,12,Used last night,NA,Used last night,NA,No
6904,M513,NetProtect,12,Used last night,NA,Not used last night,NA,No
6906,M515,NetProtect,12,Used last night,NA,Not used last night,NA,No
6907,M516,NetProtect,12,Used last night,NA,Used last night,NA,No
6908,M517,NetProtect,12,Used last night,NA,Not in use,NA,No
6909,M518,NetProtect,12,Not in use,NA,Used last night,NA,No
6910,M519,NetProtect,12,Not used last night,0,Attrited,NA,NA
6911,M520,NetProtect,12,Used last night,NA,Used last night,NA,No
6912,M521,NetProtect,12,Used last night,NA,Not used last night,NA,No
6913,M522,NetProtect,12,Not in use,NA,Used last night,NA,No
6915,M524,NetProtect,12,Used last night,NA,Used last night,NA,No
6916,M525,NetProtect,12,Not used last night,NA,Used last night,NA,No
6917,M526,NetProtect,12,Used last night,NA,Used last night,0,No
6918,M527,NetProtect,12,Used last night,NA,Not used last night,NA,No
6919,M528,NetProtect,12,Used last night,NA,Used last night,NA,No
6920,M529,NetProtect,12,Used last night,NA,Used last night,NA,No
6921,M530,NetProtect,12,Used last night,NA,Not used last night,NA,No
6922,M531,NetProtect,12,Used last night,NA,Used last night,NA,No
6923,M532,NetProtect,12,Used last night,NA,Used last night,NA,No
6924,M533,NetProtect,12,Not used last night,NA,Used last night,NA,No
6925,M534,NetProtect,12,Not in use,NA,Not in use,0,No
6928,M537,NetProtect,12,Not in use,NA,Not in use,NA,No
6929,M538,NetProtect,12,Not in use,NA,Not in use,NA,No
6930,M539,NetProtect,12,Not in use,NA,Not in use,NA,No
6931,M540,NetProtect,12,Not in use,NA,Used last night,NA,No
6932,M541,NetProtect,12,Not in use,NA,Not in use,NA,No
6933,M542,NetProtect,12,Used last night,NA,Used last night,NA,No
6934,M543,NetProtect,12,Used last night,NA,Used last night,NA,No
6935,M544,NetProtect,12,Used last night,NA,Used last night,NA,No
6936,M545,NetProtect,12,Not in use,NA,Not in use,NA,No
6937,M546,NetProtect,12,Not in use,NA,Not in use,NA,No
6938,M547,NetProtect,12,Used last night,NA,Used last night,NA,No
6939,M548,NetProtect,12,Used last night,NA,Used last night,NA,No
6940,M549,NetProtect,12,Used last night,NA,Used last night,NA,No
6941,M550,NetProtect,12,Used last night,NA,Used last night,NA,No
6942,M551,NetProtect,12,Used last night,NA,Used last night,NA,No
6944,M553,NetProtect,12,Not in use,NA,Not used last night,NA,No
6945,M554,NetProtect,12,Used last night,NA,Used last night,NA,No
6948,M557,NetProtect,12,Used last night,116,Attrited,NA,NA
6949,M558,NetProtect,12,Used last night,NA,Used last night,NA,No
6950,M559,NetProtect,12,Not used last night,NA,Used last night,NA,No
6951,M560,NetProtect,12,Not used last night,NA,Not used last night,0,No
6952,M561,NetProtect,12,Used last night,NA,Used last night,NA,No
6953,M562,NetProtect,12,Used last night,NA,Used last night,NA,No
6954,M563,NetProtect,12,Used last night,NA,Used last night,NA,No
6955,M564,NetProtect,12,Used last night,NA,Used last night,NA,No
6957,M566,NetProtect,12,Used last night,NA,Not used last night,NA,No
6958,M567,NetProtect,12,Not used last night,NA,Not used last night,NA,No
6959,M568,NetProtect,12,Used last night,NA,Not used last night,NA,No
