recd,NetID,Brand,Age.f,Status.i,PHI.i,Status.f,PHI.f,Damage_related
18850,K226,DuraNet,30,Used last night,NA,Used last night,NA,No
18851,K227,DuraNet,30,Used last night,NA,Used last night,93,No
18852,K228,DuraNet,30,Used last night,NA,Used last night,NA,No
18853,K229,DuraNet,30,Used last night,NA,Used last night,NA,No
18855,K231,DuraNet,30,Used last night,NA,Used last night,NA,No
18856,K232,DuraNet,30,Used last night,NA,Used last night,NA,No
18859,K235,DuraNet,30,Used last night,NA,Used last night,0,No
18860,K236,DuraNet,30,Used last night,NA,Used last night,NA,No
18861,K237,DuraNet,30,Used last night,NA,Used last night,0,No
18863,K239,DuraNet,30,Used last night,NA,Used last night,NA,No
18864,K240,DuraNet,30,Used last night,NA,Used last night,NA,No
18865,K241,DuraNet,30,Used last night,NA,Used last night,315,No
18866,K242,DuraNet,30,Used last night,NA,Used last night,NA,No
18867,K243,DuraNet,30,Used last night,NA,Used last night,94,No
18868,K244,DuraNet,30,Used last night,48,Attrited,NA,NA
18869,K245,DuraNet,30,Used last night,NA,Used last night,NA,No
18870,K246,DuraNet,30,Used last night,NA,Used last night,0,No
18871,K247,DuraNet,30,Used last night,NA,Used last night,NA,No
18872,K248,DuraNet,30,Used last night,NA,Used last night,NA,No
18873,K249,DuraNet,30,Used last night,NA,Used last night,23,No
18874,K250,DuraNet,30,Used last night,NA,Used last night,8,No
18875,K251,DuraNet,30,Used last night,NA,Used last night,NA,No
18876,K252,DuraNet,30,Used last night,NA,Used last night,NA,No
18877,K253,DuraNet,30,Used last night,NA,Used last night,199,No
18878,K254,DuraNet,30,Used last night,NA,Used last night,NA,No
18879,K255,DuraNet,30,Used last night,NA,Used last night,0,No
18880,K256,DuraNet,30,Used last night,NA,Used last night,NA,No
18881,K257,DuraNet,30,Used last night,NA,Used last night,0,No
18884,K260,DuraNet,30,Used last night,NA,Not in use,NA,No
18885,K261,DuraNet,30,Used last night,NA,Not in use,NA,No
18886,K263,DuraNet,30,Used last night,NA,Used last night,NA,No
18888,K265,DuraNet,30,Not in use,NA,Used last night,0,No
18889,K266,DuraNet,30,Not in use,NA,Used last night,NA,No
18891,K268,DuraNet,30,Used last night,NA,Used last night,NA,No
18892,K269,DuraNet,30,Not in use,NA,Not in use,NA,No
18894,K271,DuraNet,30,Not in use,NA,Used last night,23,No
18895,K272,DuraNet,30,Used last night,NA,Used last night,24,No
18898,K275,DuraNet,30,Used last night,NA,Used last night,NA,No
18899,K276,DuraNet,30,Not in use,NA,Not in use,NA,No
18900,K277,DuraNet,30,Used last night,NA,Used last night,NA,No
18901,K278,DuraNet,30,Used last night,NA,Used last night,NA,No
18904,K281,DuraNet,30,Used last night,NA,Used last night,NA,No
18905,K282,DuraNet,30,Used last night,NA,Used last night,NA,No
18906,K283,DuraNet,30,Used last night,NA,Used last night,71,No
18907,K284,DuraNet,30,Used last night,NA,Used last night,NA,No
18909,K286,DuraNet,30,Used last night,NA,Used last night,NA,No
18911,K288,DuraNet,30,Used last night,NA,Used last night,NA,No
18912,K289,DuraNet,30,Used last night,NA,Used last night,NA,No
18913,K290,DuraNet,30,Used last night,NA,Used last night,NA,No
18914,K291,DuraNet,30,Used last night,NA,Not in use,266,No
18915,K292,DuraNet,30,Not in use,NA,Not in use,NA,No
18916,K293,DuraNet,30,Used last night,NA,Used last night,NA,No
18917,K294,DuraNet,30,Used last night,NA,Used last night,NA,No
18918,K295,DuraNet,30,Used last night,NA,Used last night,NA,No
18920,K297,DuraNet,30,Used last night,NA,Used last night,NA,No
18922,K299,DuraNet,30,Used last night,NA,Used last night,NA,No
18923,K300,DuraNet,30,Not in use,NA,Not in use,NA,No
18924,K301,DuraNet,30,Used last night,NA,Used last night,NA,No
18926,K303,DuraNet,30,Used last night,NA,Used last night,NA,No
18927,K304,DuraNet,30,Used last night,NA,Used last night,0,No
18928,K305,DuraNet,30,Used last night,NA,Used last night,0,No
18929,K306,DuraNet,30,Not in use,NA,Not in use,NA,No
18930,K307,DuraNet,30,Not in use,NA,Not in use,NA,No
18931,K308,DuraNet,30,Not in use,NA,Not in use,0,No
18932,K309,DuraNet,30,Not in use,NA,Not in use,NA,No
18938,K315,DuraNet,30,Used last night,NA,Used last night,NA,No
18939,K316,DuraNet,30,Used last night,NA,Used last night,NA,No
18940,K317,DuraNet,30,Used last night,NA,Used last night,0,No
18941,K318,DuraNet,30,Used last night,NA,Used last night,NA,No
18942,K319,DuraNet,30,Used last night,NA,Used last night,NA,No
18944,K321,DuraNet,30,Used last night,NA,Used last night,NA,No
18945,K322,DuraNet,30,Used last night,NA,Used last night,NA,No
18946,K323,DuraNet,30,Used last night,NA,Used last night,NA,No
18948,K325,DuraNet,30,Used last night,NA,Not in use,NA,No
18949,K326,DuraNet,30,Not in use,NA,Not in use,NA,No
18950,K327,DuraNet,30,Not in use,NA,Used last night,788,No
18951,K328,DuraNet,30,Used last night,NA,Used last night,NA,No
18952,K329,DuraNet,30,Not in use,NA,Used last night,NA,No
18954,K331,DuraNet,30,Used last night,NA,Used last night,484,No
18955,K332,DuraNet,30,Not in use,69,Attrited,NA,NA
18956,K333,DuraNet,30,Used last night,NA,Used last night,1382,No
18957,K334,DuraNet,30,Used last night,NA,Used last night,NA,No
18958,K335,DuraNet,30,Used last night,NA,Used last night,NA,No
18959,K336,DuraNet,30,Used last night,NA,Used last night,NA,No
18960,K337,DuraNet,30,Used last night,NA,Used last night,NA,No
18961,K338,DuraNet,30,Used last night,NA,Used last night,49,No
18962,K339,DuraNet,30,Used last night,NA,Used last night,NA,No
18963,K340,DuraNet,30,Used last night,0,Attrited,NA,NA
18964,K341,DuraNet,30,Used last night,NA,Used last night,NA,No
18965,K342,DuraNet,30,Used last night,NA,Used last night,NA,No
18966,K343,DuraNet,30,Used last night,3,Attrited,NA,NA
18967,K344,DuraNet,30,Used last night,NA,Used last night,NA,No
18968,K345,DuraNet,30,Used last night,NA,Used last night,NA,No
18970,K347,DuraNet,30,Used last night,NA,Used last night,0,No
18971,K348,DuraNet,30,Used last night,NA,Used last night,NA,No
18972,K349,DuraNet,30,Used last night,NA,Used last night,NA,No
18973,K350,DuraNet,30,Used last night,NA,Used last night,NA,No
18974,K351,DuraNet,30,Used last night,NA,Used last night,0,No
18975,K352,DuraNet,30,Used last night,NA,Used last night,NA,No
18976,K353,DuraNet,30,Used last night,NA,Used last night,NA,No
18981,K358,DuraNet,30,Used last night,NA,Used last night,NA,No
18982,K359,DuraNet,30,Used last night,NA,Used last night,NA,No
18983,K360,DuraNet,30,Used last night,NA,Used last night,NA,No
18985,K362,DuraNet,30,Used last night,NA,Used last night,2009,No
18986,K363,DuraNet,30,Used last night,NA,Used last night,NA,No
18988,K365,DuraNet,30,Used last night,NA,Used last night,NA,No
18989,K366,DuraNet,30,Not in use,NA,Not in use,NA,No
18990,K367,DuraNet,30,Used last night,NA,Used last night,NA,No
18991,K368,DuraNet,30,Not in use,0,Attrited,NA,NA
18993,K370,DuraNet,30,Used last night,NA,Used last night,NA,No
18994,K371,DuraNet,30,Used last night,NA,Used last night,NA,No
18995,K372,DuraNet,30,Used last night,NA,Used last night,0,No
18996,K373,DuraNet,30,Used last night,NA,Used last night,NA,No
18997,K374,DuraNet,30,Not in use,NA,Not in use,NA,No
18998,K375,DuraNet,30,Used last night,NA,Not in use,NA,No
18999,K376,DuraNet,30,Used last night,NA,Used last night,NA,No
19000,K377,DuraNet,30,Used last night,NA,Used last night,NA,No
19001,K378,DuraNet,30,Used last night,NA,Used last night,NA,No
19003,K380,DuraNet,30,Used last night,NA,Used last night,0,No
19004,K381,DuraNet,30,Used last night,NA,Used last night,0,No
19005,K382,DuraNet,30,Not in use,NA,Not in use,NA,No
19006,K383,DuraNet,30,Used last night,NA,Not in use,NA,No
19007,K384,DuraNet,30,Used last night,NA,Used last night,NA,No
19008,K385,DuraNet,30,Used last night,NA,Used last night,NA,No
19009,K386,DuraNet,30,Used last night,NA,Not in use,NA,No
19013,K390,DuraNet,30,Used last night,NA,Used last night,NA,No
19014,K391,DuraNet,30,Used last night,NA,Used last night,NA,No
19015,K392,DuraNet,30,Used last night,NA,Used last night,NA,No
19016,K393,DuraNet,30,Used last night,NA,Used last night,NA,No
19018,K395,DuraNet,30,Used last night,NA,Used last night,94,No
19019,K396,DuraNet,30,Used last night,NA,Used last night,NA,No
19020,K397,DuraNet,30,Used last night,NA,Used last night,NA,No
19021,K398,DuraNet,30,Not in use,NA,Not in use,NA,No
19022,K399,DuraNet,30,Not in use,NA,Not in use,NA,No
19023,K400,DuraNet,30,Used last night,NA,Used last night,NA,No
19025,K402,DuraNet,30,Used last night,NA,Used last night,NA,No
19027,K404,DuraNet,30,Used last night,NA,Used last night,NA,No
19028,K405,DuraNet,30,Not in use,NA,Not in use,NA,No
19030,K407,DuraNet,30,Not in use,NA,Not in use,NA,No
19031,K408,DuraNet,30,Not in use,NA,Not in use,NA,No
19032,K409,DuraNet,30,Not in use,NA,Not in use,NA,No
19033,K410,DuraNet,30,Not in use,NA,Not in use,NA,No
19034,K411,DuraNet,30,Used last night,NA,Used last night,NA,No
19035,K412,DuraNet,30,Used last night,NA,Used last night,NA,No
19036,K414,DuraNet,30,Used last night,NA,Used last night,NA,No
19037,K415,DuraNet,30,Used last night,NA,Used last night,NA,No
19038,K416,DuraNet,30,Used last night,NA,Used last night,NA,No
19039,K417,DuraNet,30,Used last night,NA,Used last night,48,No
19040,K418,DuraNet,30,Used last night,NA,Used last night,NA,No
19041,K419,DuraNet,30,Used last night,NA,Used last night,0,No
19042,K420,DuraNet,30,Used last night,NA,Used last night,NA,No
19044,K422,DuraNet,30,Used last night,NA,Used last night,NA,No
19045,K423,DuraNet,30,Used last night,NA,Used last night,NA,No
19047,K425,DuraNet,30,Used last night,NA,Used last night,69,No
19048,K426,DuraNet,30,Used last night,NA,Used last night,NA,No
19049,K427,DuraNet,30,Used last night,NA,Used last night,NA,No
19050,K428,DuraNet,30,Used last night,NA,Used last night,NA,No
19051,K429,DuraNet,30,Used last night,NA,Used last night,219,No
19052,K430,DuraNet,30,Used last night,NA,Used last night,NA,No
19053,K431,DuraNet,30,Used last night,NA,Used last night,0,No
19054,K432,DuraNet,30,Used last night,NA,Used last night,24,No
19055,K433,DuraNet,30,Used last night,NA,Used last night,23,No
19056,K434,DuraNet,30,Used last night,NA,Used last night,NA,No
19057,K435,DuraNet,30,Used last night,NA,Used last night,NA,No
19059,K437,DuraNet,30,Used last night,NA,Used last night,NA,No
19060,K438,DuraNet,30,Not in use,NA,Used last night,NA,No
19061,K439,DuraNet,30,Used last night,NA,Used last night,NA,No
19062,K440,DuraNet,30,Used last night,34,Attrited,NA,NA
19064,K442,DuraNet,30,Used last night,NA,Used last night,NA,No
19065,K443,DuraNet,30,Used last night,NA,Not in use,NA,No
19066,K444,DuraNet,30,Used last night,NA,Used last night,NA,No
19067,K445,DuraNet,30,Used last night,NA,Used last night,NA,No
19069,K447,DuraNet,30,Not in use,NA,Used last night,0,No
19070,K448,DuraNet,30,Used last night,NA,Not in use,NA,No
19071,K449,DuraNet,30,Not in use,NA,Not in use,NA,No
19072,K450,DuraNet,30,Used last night,NA,Used last night,NA,No
19073,K451,DuraNet,30,Used last night,NA,Used last night,NA,No
19076,K454,DuraNet,30,Used last night,NA,Used last night,1,No
19078,K456,DuraNet,30,Not in use,23,Attrited,NA,NA
19079,K457,DuraNet,30,Not in use,NA,Not in use,NA,No
19080,K458,DuraNet,30,Used last night,NA,Used last night,1,No
19081,K459,DuraNet,30,Used last night,NA,Used last night,NA,No
19082,K460,DuraNet,30,Used last night,NA,Not in use,NA,No
19085,K463,DuraNet,30,Used last night,NA,Used last night,NA,No
19086,K464,DuraNet,30,Used last night,NA,Used last night,NA,No
19087,K465,DuraNet,30,Used last night,NA,Used last night,NA,No
19088,K466,DuraNet,30,Used last night,NA,Used last night,NA,No
19089,K467,DuraNet,30,Used last night,NA,Used last night,NA,No
19090,K468,DuraNet,30,Used last night,NA,Used last night,NA,No
19091,K469,DuraNet,30,Used last night,NA,Used last night,246,No
19092,K470,DuraNet,30,Used last night,NA,Used last night,NA,No
19093,K471,DuraNet,30,Not in use,NA,Used last night,NA,No
19094,K472,DuraNet,30,Not in use,NA,Used last night,NA,No
19095,K473,DuraNet,30,Not in use,NA,Not in use,NA,No
19096,K474,DuraNet,30,Not in use,NA,Not in use,NA,No
19097,K475,DuraNet,30,Used last night,NA,Used last night,NA,No
19098,K476,DuraNet,30,Used last night,NA,Not in use,NA,No
19099,K477,DuraNet,30,Used last night,NA,Used last night,NA,No
19100,K478,DuraNet,30,Used last night,115,Attrited,NA,NA
19101,K479,DuraNet,30,Used last night,NA,Used last night,NA,No
19103,K481,DuraNet,30,Used last night,NA,Used last night,NA,No
19105,K483,DuraNet,30,Used last night,NA,Used last night,NA,No
19106,K484,DuraNet,30,Used last night,NA,Not in use,NA,No
19107,K485,DuraNet,30,Used last night,NA,Used last night,NA,No
19108,K486,DuraNet,30,Used last night,NA,Used last night,NA,No
19109,K487,DuraNet,30,Used last night,NA,Used last night,NA,No
19110,K488,DuraNet,30,Not in use,NA,Not in use,NA,No
19117,K495,DuraNet,30,Used last night,NA,Used last night,NA,No
19119,K497,DuraNet,30,Used last night,NA,Used last night,24,No
19122,K500,DuraNet,30,Used last night,NA,Used last night,198,No
19123,K501,DuraNet,30,Used last night,NA,Not in use,NA,No
19125,K503,DuraNet,30,Used last night,NA,Used last night,NA,No
19127,K505,DuraNet,30,Used last night,NA,Used last night,NA,No
19128,K506,DuraNet,30,Used last night,NA,Used last night,0,No
19129,K507,DuraNet,30,Used last night,NA,Used last night,0,No
19130,K508,DuraNet,30,Used last night,NA,Used last night,NA,No
19131,K509,DuraNet,30,Used last night,NA,Not in use,NA,No
19132,K510,DuraNet,30,Used last night,NA,Used last night,51,No
19133,K511,DuraNet,30,Used last night,NA,Used last night,196,No
19134,K512,DuraNet,30,Used last night,NA,Used last night,NA,No
19135,K513,DuraNet,30,Used last night,NA,Used last night,NA,No
19138,K516,DuraNet,30,Used last night,NA,Not in use,NA,No
19139,K517,DuraNet,30,Not in use,NA,Used last night,NA,No
19145,K523,DuraNet,30,Used last night,NA,Not in use,NA,No
19146,K524,DuraNet,30,Used last night,NA,Used last night,NA,No
19147,K525,DuraNet,30,Not in use,NA,Used last night,NA,No
19148,K526,DuraNet,30,Used last night,NA,Used last night,NA,No
19149,K527,DuraNet,30,Not in use,NA,Not in use,NA,No
19150,K528,DuraNet,30,Used last night,NA,Used last night,NA,No
19151,K529,DuraNet,30,Used last night,NA,Used last night,NA,No
19152,K530,DuraNet,30,Used last night,NA,Used last night,NA,No
19155,K533,DuraNet,30,Not used last night,NA,Used last night,NA,No
19156,K534,DuraNet,30,Used last night,NA,Used last night,NA,No
19157,K535,DuraNet,30,Used last night,NA,Used last night,NA,No
19158,K538,DuraNet,30,Used last night,NA,Used last night,NA,No
19159,K539,DuraNet,30,Used last night,NA,Used last night,NA,No
19160,K540,DuraNet,30,Used last night,NA,Used last night,NA,No
19162,K542,DuraNet,30,Used last night,NA,Not in use,NA,No
19163,K543,DuraNet,30,Used last night,NA,Used last night,NA,No
19166,K546,DuraNet,30,Used last night,NA,Used last night,NA,No
19172,K552,DuraNet,30,Not in use,NA,Used last night,NA,No
19173,K553,DuraNet,30,Not in use,NA,Not in use,NA,No
19174,K554,DuraNet,30,Used last night,NA,Not in use,NA,No
19175,K555,DuraNet,30,Not used last night,NA,Used last night,NA,No
19177,K557,DuraNet,30,Used last night,NA,Used last night,NA,No
19184,K565,DuraNet,30,Not in use,NA,Not in use,NA,No
19185,K566,DuraNet,30,Used last night,NA,Used last night,1,No
19187,K740,DuraNet,30,Used last night,NA,Used last night,1,No
19188,K746,DuraNet,30,Used last night,NA,Used last night,NA,No
19190,K748,DuraNet,30,Used last night,0,Attrited,NA,NA
19191,K750,DuraNet,30,Used last night,NA,Used last night,NA,No
19192,K751,DuraNet,30,Used last night,NA,Used last night,NA,No
19193,K752,DuraNet,30,Used last night,NA,Used last night,3,No
19195,K754,DuraNet,30,Not used last night,NA,Used last night,0,No
19196,K755,DuraNet,30,Used last night,NA,Used last night,NA,No
19197,K756,DuraNet,30,Used last night,NA,Not in use,NA,No
19198,K757,DuraNet,30,Used last night,NA,Not used last night,NA,No
19199,K758,DuraNet,30,Used last night,NA,Not used last night,NA,No
19200,K759,DuraNet,30,Used last night,NA,Used last night,NA,No
19201,K760,DuraNet,30,Used last night,1,Attrited,NA,NA
19202,K761,DuraNet,30,Used last night,NA,Used last night,NA,No
19205,K764,DuraNet,30,Used last night,NA,Used last night,NA,No
19207,K766,DuraNet,30,Used last night,NA,Used last night,NA,No
19208,K767,DuraNet,30,Used last night,NA,Used last night,NA,No
19209,K768,DuraNet,30,Used last night,NA,Used last night,NA,No
19211,K770,DuraNet,30,Used last night,NA,Used last night,NA,No
19212,K771,DuraNet,30,Used last night,NA,Used last night,NA,No
19214,K773,DuraNet,30,Used last night,NA,Used last night,NA,No
19217,K776,DuraNet,30,Used last night,NA,Used last night,NA,No
19218,K777,DuraNet,30,Used last night,NA,Used last night,NA,No
19223,K782,DuraNet,30,Used last night,NA,Used last night,NA,No
19224,K783,DuraNet,30,Used last night,NA,Used last night,NA,No
19226,K785,DuraNet,30,Not used last night,NA,Used last night,NA,No
19227,K786,DuraNet,30,Used last night,NA,Used last night,0,No
19230,K789,DuraNet,30,Used last night,23,Attrited,NA,NA
19231,K790,DuraNet,30,Used last night,NA,Used last night,NA,No
19234,K793,DuraNet,30,Used last night,NA,Used last night,NA,No
19236,K795,DuraNet,30,Used last night,NA,Used last night,0,No
19238,K797,DuraNet,30,Used last night,NA,Not used last night,NA,No
19239,K798,DuraNet,30,Not used last night,NA,Attrited,NA,No
19240,K799,DuraNet,30,Used last night,NA,Not used last night,NA,No
19241,K800,DuraNet,30,Used last night,NA,Used last night,NA,No
19243,K802,DuraNet,30,Not used last night,NA,Used last night,NA,No
19246,K805,DuraNet,30,Used last night,NA,Not used last night,NA,No
19247,K806,DuraNet,30,Used last night,NA,Used last night,NA,No
19249,K808,DuraNet,30,Used last night,0,Attrited,NA,NA
19250,K809,DuraNet,30,Used last night,NA,Used last night,0,No
19251,K810,DuraNet,30,Used last night,NA,Used last night,NA,No
19257,K816,DuraNet,30,Not used last night,NA,Used last night,NA,No
19260,K819,DuraNet,30,Used last night,NA,Used last night,47,No
19261,K820,DuraNet,30,Used last night,71,Attrited,NA,NA
19263,K822,DuraNet,30,Used last night,NA,Not used last night,NA,No
19264,K823,DuraNet,30,Used last night,NA,Used last night,NA,No
19265,K824,DuraNet,30,Used last night,NA,Used last night,NA,No
19266,K825,DuraNet,30,Not in use,NA,Used last night,NA,No
19268,K827,DuraNet,30,Not used last night,NA,Used last night,NA,No
19269,K828,DuraNet,30,Used last night,NA,Used last night,NA,No
19271,K830,DuraNet,30,Not used last night,NA,Not used last night,NA,No
19272,K831,DuraNet,30,Not used last night,NA,Used last night,NA,No
19273,K832,DuraNet,30,Used last night,NA,Not used last night,NA,No
19274,K833,DuraNet,30,Not used last night,NA,Not used last night,NA,No
19275,K834,DuraNet,30,Used last night,NA,Used last night,NA,No
19276,K835,DuraNet,30,Used last night,NA,Used last night,NA,No
19277,K836,DuraNet,30,Used last night,NA,Used last night,NA,No
19278,K837,DuraNet,30,Used last night,NA,Used last night,NA,No
19279,K838,DuraNet,30,Used last night,2,Attrited,NA,NA
19280,K839,DuraNet,30,Used last night,NA,Used last night,NA,No
19281,K840,DuraNet,30,Used last night,NA,Not used last night,0,No
19282,K841,DuraNet,30,Not in use,NA,Used last night,NA,No
19283,K842,DuraNet,30,Used last night,1,Attrited,NA,NA
19287,K846,DuraNet,30,Used last night,NA,Not used last night,NA,No
19288,K847,DuraNet,30,Not used last night,NA,Used last night,0,No
19289,K848,DuraNet,30,Not used last night,NA,Not used last night,NA,No
19291,K850,DuraNet,30,Used last night,NA,Not in use,NA,No
19293,K852,DuraNet,30,Used last night,NA,Used last night,NA,No
19294,K853,DuraNet,30,Used last night,NA,Used last night,NA,No
19295,K854,DuraNet,30,Used last night,NA,Used last night,46,No
19296,K855,DuraNet,30,Not used last night,NA,Used last night,NA,No
19297,K856,DuraNet,30,Used last night,0,Attrited,NA,NA
19298,K857,DuraNet,30,Used last night,NA,Used last night,NA,No
19299,K858,DuraNet,30,Used last night,NA,Used last night,NA,No
19303,K862,DuraNet,30,Used last night,NA,Used last night,NA,No
19306,K865,DuraNet,30,Used last night,NA,Used last night,NA,No
19307,K866,DuraNet,30,Used last night,NA,Used last night,0,No
19308,K867,DuraNet,30,Used last night,NA,Used last night,NA,No
19309,K868,DuraNet,30,Used last night,NA,Used last night,117,No
19310,K869,DuraNet,30,Used last night,NA,Used last night,NA,No
19311,K870,DuraNet,30,Used last night,NA,Used last night,NA,No
19312,K871,DuraNet,30,Used last night,NA,Used last night,NA,No
19313,K872,DuraNet,30,Used last night,NA,Used last night,0,No
19315,K874,DuraNet,30,Used last night,NA,Used last night,NA,No
19317,K876,DuraNet,30,Not used last night,NA,Not used last night,NA,No
19319,K878,DuraNet,30,Used last night,NA,Used last night,NA,No
19320,K879,DuraNet,30,Used last night,NA,Used last night,NA,No
19321,K880,DuraNet,30,Used last night,NA,Used last night,NA,No
19322,K881,DuraNet,30,Not in use,NA,Not used last night,NA,No
19323,K882,DuraNet,30,Used last night,NA,Used last night,0,No
19324,K883,DuraNet,30,Used last night,NA,Used last night,1,No
19325,K884,DuraNet,30,Used last night,NA,Used last night,NA,No
19326,K885,DuraNet,30,Used last night,NA,Used last night,NA,No
19329,K888,DuraNet,30,Used last night,1,Attrited,NA,NA
19330,K889,DuraNet,30,Used last night,NA,Used last night,NA,No
19331,K890,DuraNet,30,Used last night,NA,Used last night,NA,No
19333,K892,DuraNet,30,Used last night,NA,Used last night,NA,No
19335,K894,DuraNet,30,Not used last night,NA,Not used last night,NA,No
19339,K898,DuraNet,30,Used last night,NA,Used last night,NA,No
19340,K899,DuraNet,30,Used last night,NA,Used last night,NA,No
19343,K902,DuraNet,30,Used last night,NA,Used last night,NA,No
19344,K903,DuraNet,30,Used last night,NA,Not in use,NA,No
19347,K906,DuraNet,30,Used last night,NA,Used last night,0,No
19348,K907,DuraNet,30,Used last night,NA,Used last night,NA,No
19349,K908,DuraNet,30,Used last night,1,Attrited,NA,NA
19351,K910,DuraNet,30,Not in use,NA,Used last night,NA,No
19353,K912,DuraNet,30,Used last night,NA,Used last night,1,No
19354,K913,DuraNet,30,Used last night,NA,Not used last night,NA,No
19355,K914,DuraNet,30,Used last night,NA,Used last night,0,No
19356,K915,DuraNet,30,Used last night,NA,Used last night,0,No
19357,K916,DuraNet,30,Not used last night,NA,Used last night,0,No
19358,K917,DuraNet,30,Used last night,NA,Used last night,NA,No
19359,K918,DuraNet,30,Used last night,NA,Used last night,NA,No
19360,K919,DuraNet,30,Not used last night,NA,Used last night,NA,No
19361,K920,DuraNet,30,Used last night,NA,Used last night,NA,No
19362,K921,DuraNet,30,Used last night,NA,Used last night,NA,No
19363,K922,DuraNet,30,Used last night,NA,Used last night,NA,No
19365,K924,DuraNet,30,Used last night,NA,Used last night,NA,No
19366,K925,DuraNet,30,Used last night,NA,Used last night,0,No
19367,K926,DuraNet,30,Used last night,NA,Used last night,NA,No
19368,K927,DuraNet,30,Used last night,NA,Used last night,0,No
19369,K928,DuraNet,30,Used last night,NA,Used last night,NA,No
19370,K929,DuraNet,30,Not in use,NA,Used last night,NA,No
19371,K930,DuraNet,30,Used last night,NA,Used last night,NA,No
19372,K931,DuraNet,30,Used last night,NA,Used last night,0,No
19375,K934,DuraNet,30,Not in use,NA,Used last night,4,No
19379,K938,DuraNet,30,Not in use,0,Attrited,NA,NA
19382,K941,DuraNet,30,Used last night,NA,Used last night,NA,No
19384,K943,DuraNet,30,Used last night,NA,Used last night,NA,No
19389,K948,DuraNet,30,Used last night,NA,Used last night,NA,No
19390,K949,DuraNet,30,Not used last night,NA,Used last night,NA,No
19391,K950,DuraNet,30,Used last night,NA,Used last night,NA,No
19392,K951,DuraNet,30,Used last night,NA,Used last night,48,No
19393,K952,DuraNet,30,Used last night,NA,Used last night,NA,No
19395,K954,DuraNet,30,Not used last night,NA,Not used last night,NA,No
19396,K955,DuraNet,30,Used last night,NA,Not used last night,NA,No
19398,K957,DuraNet,30,Not used last night,NA,Used last night,0,No
19399,K958,DuraNet,30,Not used last night,NA,Not used last night,47,No
19400,K959,DuraNet,30,Used last night,NA,Used last night,NA,No
19401,K960,DuraNet,30,Used last night,NA,Used last night,NA,No
19402,K961,DuraNet,30,Used last night,NA,Used last night,NA,No
19403,K962,DuraNet,30,Used last night,NA,Used last night,0,No
19404,K963,DuraNet,30,Used last night,NA,Used last night,NA,No
19405,K964,DuraNet,30,Used last night,NA,Used last night,NA,No
19407,K966,DuraNet,30,Used last night,NA,Used last night,0,No
19408,K967,DuraNet,30,Used last night,NA,Used last night,NA,No
19409,K968,DuraNet,30,Used last night,NA,Not used last night,NA,No
19410,K969,DuraNet,30,Used last night,NA,Used last night,NA,No
19412,K971,DuraNet,30,Not used last night,NA,Used last night,23,No
19415,K974,DuraNet,30,Used last night,NA,Used last night,0,No
19416,K975,DuraNet,30,Used last night,NA,Used last night,0,No
19417,K976,DuraNet,30,Used last night,NA,Used last night,NA,No
19419,K978,DuraNet,30,Not in use,NA,Not used last night,NA,No
19421,K980,DuraNet,30,Used last night,NA,Not used last night,NA,No
19430,K989,DuraNet,30,Used last night,NA,Used last night,NA,No
19433,K992,DuraNet,30,Not in use,NA,Used last night,NA,No
19434,K993,DuraNet,30,Not in use,NA,Not used last night,NA,No
19436,K995,DuraNet,30,Used last night,NA,Used last night,NA,No
19439,K998,DuraNet,30,Not used last night,NA,Used last night,NA,No
19440,K999,DuraNet,30,Used last night,NA,Used last night,NA,No
19442,L010,Interceptor,30,Not in use,0,Attrited,NA,NA
19444,L012,Interceptor,30,Used last night,NA,Used last night,NA,No
19445,L013,Interceptor,30,Used last night,0,Attrited,NA,NA
19446,L014,Interceptor,30,Used last night,NA,Not in use,NA,No
19448,L015,Interceptor,30,Used last night,NA,Not in use,NA,No
19450,L017,Interceptor,30,Used last night,NA,Not in use,NA,No
19451,L018,Interceptor,30,Used last night,NA,Used last night,NA,No
19452,L019,Interceptor,30,Used last night,NA,Used last night,0,No
19453,L020,Interceptor,30,Used last night,NA,Used last night,1078,No
19454,L021,Interceptor,30,Used last night,NA,Used last night,690,No
19455,L022,Interceptor,30,Used last night,NA,Used last night,NA,No
19457,L024,Interceptor,30,Used last night,NA,Not in use,NA,No
19458,L025,Interceptor,30,Used last night,NA,Used last night,466,No
19459,L026,Interceptor,30,Used last night,NA,Used last night,NA,No
19460,L027,Interceptor,30,Used last night,NA,Used last night,96,No
19461,L028,Interceptor,30,Used last night,NA,Used last night,535,No
19462,L029,Interceptor,30,Used last night,NA,Used last night,1319,No
19464,L031,Interceptor,30,Used last night,NA,Used last night,NA,No
19465,L032,Interceptor,30,Used last night,NA,Used last night,461,No
19468,L035,Interceptor,30,Used last night,NA,Used last night,NA,No
19469,L036,Interceptor,30,Used last night,NA,Used last night,1170,No
19471,L038,Interceptor,30,Used last night,NA,Used last night,NA,No
19473,L040,Interceptor,30,Used last night,NA,Used last night,NA,No
19474,L041,Interceptor,30,Used last night,NA,Used last night,NA,No
19478,L045,Interceptor,30,Used last night,NA,Used last night,NA,No
19479,L046,Interceptor,30,Used last night,NA,Used last night,NA,No
19481,L048,Interceptor,30,Used last night,23,Attrited,NA,NA
19482,L049,Interceptor,30,Used last night,NA,Used last night,882,No
19483,L050,Interceptor,30,Used last night,NA,Not in use,NA,No
19484,L051,Interceptor,30,Used last night,NA,Not in use,NA,No
