"","S_1","S_2","S_3","S_4","A","Month"
"2306",0.0355337026407534,0.184108636493294,0.026776634540086,0.33815217827076,0.415428848055107,27.672
"2307",0.0354908605745938,0.184060021389698,0.0267443508252301,0.338113550638019,0.415591216572459,27.684
"2308",0.035448070162637,0.184011411374383,0.0267121060331568,0.338074865086706,0.415753547343118,27.696
"2309",0.0354053313425994,0.183962806463339,0.0266799001169436,0.338036121710818,0.415915840366301,27.708
"2310",0.0353626440522726,0.183914206672519,0.0266477330297247,0.337997320604242,0.416078095641243,27.72
"2311",0.0353200082295233,0.183865612017835,0.0266156047246905,0.33795846186076,0.416240313167191,27.732
"2312",0.035277423812293,0.183817022515161,0.0265835151550881,0.337919545574047,0.416402492943411,27.744
"2313",0.0352348907385981,0.183768438180329,0.0265514642742207,0.337880571837671,0.416564634969181,27.756
"2314",0.0351924089465299,0.183719859029135,0.0265194520354478,0.337841540745093,0.416726739243794,27.768
"2315",0.0351499783742542,0.183671285077333,0.0264874783921852,0.337802452389668,0.416888805766559,27.78
"2316",0.0351075989600115,0.18362271634064,0.0264555432979047,0.337763306864644,0.417050834536801,27.792
"2317",0.0350652706421168,0.18357415283473,0.0264236467061342,0.337724104263163,0.417212825553856,27.804
"2318",0.0350229933589596,0.183525594575243,0.0263917885704577,0.337684844678261,0.417374778817079,27.816
"2319",0.0349807670490034,0.183477041577777,0.026359968844515,0.337645528202867,0.417536694325838,27.828
"2320",0.0349385916507863,0.183428493857891,0.0263281874820018,0.337606154929805,0.417698572079516,27.84
"2321",0.0348964671029203,0.183379951431107,0.0262964444366694,0.337566724951793,0.417860412077511,27.852
"2322",0.0348543933440915,0.183331414312906,0.0262647396623252,0.337527238361442,0.418022214319235,27.864
"2323",0.0348123703130601,0.183282882518734,0.026233073112832,0.337487695251259,0.418183978804115,27.876
"2324",0.0347703979486601,0.183234356063994,0.0262014447421082,0.337448095713644,0.418345705531595,27.888
"2325",0.0347284761897991,0.183185834964053,0.0261698545041277,0.337408439840891,0.41850739450113,27.9
"2326",0.0346866049754587,0.18313731923424,0.0261383023529201,0.33736872772519,0.418669045712191,27.912
"2327",0.0346447842446938,0.183088808889845,0.0261067882425701,0.337328959458625,0.418830659164266,27.924
"2328",0.0346030139366331,0.183040303946119,0.0260753121272178,0.337289135133175,0.418992234856855,27.936
"2329",0.0345612939904785,0.182991804418277,0.0260438739610586,0.337249254840713,0.419153772789474,27.948
"2330",0.0345196243455053,0.182943310321493,0.0260124736983431,0.337209318673008,0.419315272961651,27.96
"2331",0.0344780049410622,0.182894821670905,0.0259811112933771,0.337169326721724,0.419476735372932,27.972
"2332",0.0344364357165709,0.182846338481614,0.0259497867005211,0.337129279078418,0.419638160022876,27.984
"2333",0.0343949166115261,0.18279786076868,0.0259184998741911,0.337089175834546,0.419799546911057,27.996
"2334",0.0343534475654958,0.182749388547129,0.0258872507688576,0.337049017081455,0.419960896037062,28.008
"2335",0.0343120285181205,0.182700921831947,0.0258560393390462,0.337008802910392,0.420122207400495,28.02
"2336",0.0342706594091138,0.182652460638082,0.0258248655393372,0.336968533412496,0.420283481000971,28.032
"2337",0.0342293401782619,0.182604004980446,0.0257937293243657,0.336928208678803,0.420444716838124,28.044
"2338",0.0341880707654236,0.182555554873913,0.0257626306488214,0.336887828800245,0.420605914911597,28.056
"2339",0.0341468511105304,0.18250711033332,0.0257315694674485,0.336847393867648,0.420767075221053,28.068
"2340",0.034105681153586,0.182458671373467,0.0257005457350459,0.336806903971737,0.420928197766165,28.08
"2341",0.0340645608346668,0.182410238009115,0.025669559406467,0.336766359203129,0.421089282546622,28.092
"2342",0.0340234900939211,0.182361810254989,0.0256386104366194,0.336725759652342,0.421250329562129,28.104
"2343",0.0339824688715697,0.182313388125778,0.0256076987804651,0.336685105409786,0.421411338812401,28.116
"2344",0.0339414971079054,0.182264971636133,0.0255768243930205,0.33664439656577,0.421572310297171,28.128
"2345",0.033900574743293,0.182216560800669,0.025545987229356,0.336603633210497,0.421733244016186,28.14
"2346",0.0338597017181693,0.182168155633962,0.0255151872445964,0.336562815434068,0.421894139969205,28.152
"2347",0.0338188779730427,0.182119756150553,0.0254844243939202,0.336521943326481,0.422054998156003,28.164
"2348",0.0337781034484938,0.182071362364948,0.0254536986325603,0.336481016977629,0.422215818576369,28.176
"2349",0.0337373780851745,0.182022974291612,0.0254230099158034,0.336440036477305,0.422376601230106,28.188
"2350",0.0336967018238084,0.181974591944978,0.0253923581989899,0.336399001915194,0.42253734611703,28.2
"2351",0.0336560746051906,0.18192621533944,0.0253617434375142,0.336357913380883,0.422698053236972,28.212
"2352",0.0336154963701876,0.181877844489357,0.0253311655868245,0.336316770963852,0.422858722589779,28.224
"2353",0.0335749670597374,0.18182947940905,0.0253006246024225,0.336275574753481,0.423019354175309,28.236
"2354",0.0335344866148489,0.181781120112806,0.0252701204398637,0.336234324839047,0.423179947993435,28.248
"2355",0.0334940549766024,0.181732766614874,0.025239653054757,0.336193021309721,0.423340504044045,28.26
"2356",0.0334536720861492,0.181684418929469,0.0252092224027649,0.336151664254577,0.423501022327041,28.272
"2357",0.0334133378847116,0.181636077070767,0.0251788284396032,0.336110253762581,0.423661502842337,28.284
"2358",0.0333730523135827,0.181587741052912,0.0251484711210413,0.336068789922601,0.423821945589863,28.296
"2359",0.0333328153141266,0.181539410890009,0.0251181504029017,0.3360272728234,0.423982350569562,28.308
"2360",0.0332926268277779,0.18149108659613,0.0250878662410602,0.335985702553641,0.424142717781391,28.32
"2361",0.0332524867960421,0.181442768185308,0.0250576185914457,0.335944079201883,0.424303047225322,28.332
"2362",0.033212395160495,0.181394455671543,0.0250274074100403,0.335902402856584,0.424463338901339,28.344
"2363",0.0331723518627829,0.181346149068798,0.0249972326528792,0.335860673606099,0.42462359280944,28.356
"2364",0.0331323568446227,0.181297848391003,0.0249670942760503,0.335818891538684,0.42478380894964,28.368
"2365",0.0330924100478014,0.181249553652051,0.0249369922356947,0.33577705674249,0.424943987321963,28.38
"2366",0.0330525114141763,0.181201264865798,0.0249069264880063,0.335735169305569,0.42510412792645,28.392
"2367",0.0330126608856747,0.181152982046068,0.0248768969892316,0.33569322931587,0.425264230763156,28.404
"2368",0.0329728584042941,0.181104705206647,0.0248469036956702,0.335651236861241,0.425424295832147,28.416
"2369",0.0329331039121018,0.18105643436129,0.0248169465636739,0.33560919202943,0.425584323133505,28.428
"2370",0.0328933973512353,0.181008169523711,0.0247870255496474,0.33556709490808,0.425744312667326,28.44
"2371",0.0328537386639014,0.180959910707596,0.024757140610048,0.335524945584738,0.425904264433717,28.452
"2372",0.032814127792377,0.18091165792659,0.0247272917013852,0.335482744146846,0.426064178432802,28.464
"2373",0.0327745646790085,0.180863411194307,0.024697478780221,0.335440490681747,0.426224054664717,28.476
"2374",0.0327350492662117,0.180815170524325,0.0246677018031699,0.335398185276683,0.42638389312961,28.488
"2375",0.0326955814964721,0.180766935930188,0.0246379607268986,0.335355828018795,0.426543693827646,28.5
"2376",0.0326561613123445,0.180718707425405,0.0246082555081259,0.335313418995123,0.426703456759001,28.512
"2377",0.0326167886564527,0.180670485023451,0.0245785861036229,0.335270958292608,0.426863181923866,28.524
"2378",0.0325774634714901,0.180622268737765,0.0245489524702127,0.335228445998088,0.427022869322444,28.536
"2379",0.032538185700219,0.180574058581755,0.0245193545647705,0.335185882198304,0.427182518954952,28.548
