,Country,NetCode,NetID,Brand,Status.12,Status.24,Status.6,Status.18,Status.48,Status.30,Status.42,,
11695,Zambia,11121,11121,Olyset,LastNight,Unclear,NA,NotLastNight,NA,NA,NA,,
7613,Zambia,11122,11122,Olyset,LastNight,Removed,NA,NotLastNight,NA,NA,NA,,
7831,Zambia,11123,11123,Olyset,LastNight,Unclear,NA,NotLastNight,NA,NA,NA,,
11696,Zambia,11124,11124,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
11697,Zambia,11125,11125,Olyset,LastNight,Removed,NA,LastNight,NA,NA,NA,,
7614,Zambia,11201,11201,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
9973,Zambia,11202,11202,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7615,Zambia,11203,11203,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
9974,Zambia,11204,11204,Olyset,LastNight,LastNight,NA,LastNight,NA,Removed,NA,,
9975,Zambia,11205,11205,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
7344,Zambia,11206,11206,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
9976,Zambia,11207,11207,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7832,Zambia,11208,11208,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
9977,Zambia,11209,11209,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9978,Zambia,11210,11210,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
9979,Zambia,11211,11211,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9980,Zambia,11212,11212,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7616,Zambia,11213,11213,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9981,Zambia,11214,11214,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9982,Zambia,11215,11215,Olyset,LastNight,LastNight,NA,LastNight,NA,NA,NA,,
7617,Zambia,11216,11216,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9983,Zambia,11217,11217,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9984,Zambia,11218,11218,Olyset,LastNight,LastNight,NA,NotLastNight,NA,Removed,NA,,
7618,Zambia,11219,11219,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9985,Zambia,11220,11220,Olyset,NotLastNight,NA,NA,Unclear,NA,NA,NA,,
9986,Zambia,11221,11221,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
9987,Zambia,11222,11222,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7833,Zambia,11223,11223,Olyset,LastNight,LastNight,NA,LastNight,NA,Removed,NA,,
7542,Zambia,11224,11224,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7834,Zambia,11225,11225,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
8014,Zambia,11301,11301,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
8015,Zambia,11302,11302,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7980,Zambia,11303,11303,Olyset,LastNight,NotUse,NA,NotUse,NA,NA,NA,,
7835,Zambia,11304,11304,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
9988,Zambia,11305,11305,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7619,Zambia,11306,11306,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7981,Zambia,11307,11307,Olyset,LastNight,Unclear,NA,NotUse,NA,NA,NA,,
7345,Zambia,11308,11308,Olyset,LastNight,LastNight,NA,NotLastNight,NA,Removed,NA,,
7982,Zambia,11309,11309,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7620,Zambia,11310,11310,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7621,Zambia,11311,11311,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
7836,Zambia,11312,11312,Olyset,LastNight,LastNight,NA,NotUse,NA,NotLastNight,NA,,
7837,Zambia,11313,11313,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7543,Zambia,11314,11314,Olyset,LastNight,Unclear,NA,LastNight,NA,NA,NA,,
7838,Zambia,11315,11315,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7622,Zambia,11316,11316,Olyset,LastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
7346,Zambia,11317,11317,Olyset,LastNight,NA,NA,NotLastNight,NA,NA,NA,,
7347,Zambia,11318,11318,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7348,Zambia,11319,11319,Olyset,LastNight,LastNight,NA,NotUse,NA,NotLastNight,NA,,
7623,Zambia,11320,11320,Olyset,LastNight,NA,NA,LastNight,NA,NotLastNight,NA,,
7839,Zambia,11321,11321,Olyset,LastNight,Removed,NA,LastNight,NA,NA,NA,,
9989,Zambia,11322,11322,Olyset,LastNight,NA,NA,LastNight,NA,NotUse,NA,,
7840,Zambia,11323,11323,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7349,Zambia,11324,11324,Olyset,LastNight,NotLastNight,NA,LastNight,NA,NotLastNight,NA,,
7350,Zambia,11325,11325,Olyset,LastNight,NotLastNight,NA,LastNight,NA,NotLastNight,NA,,
7983,Zambia,11401,11401,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
8016,Zambia,11402,11402,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
7624,Zambia,11403,11403,Olyset,NotLastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
9990,Zambia,11404,11404,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7984,Zambia,11405,11405,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9991,Zambia,11406,11406,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
8017,Zambia,11407,11407,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7625,Zambia,11408,11408,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
9992,Zambia,11409,11409,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
7351,Zambia,11410,11410,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
9993,Zambia,11411,11411,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7985,Zambia,11412,11412,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
7352,Zambia,11413,11413,Olyset,NotLastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
9994,Zambia,11414,11414,Olyset,LastNight,Unclear,NA,NotLastNight,NA,NA,NA,,
7626,Zambia,11415,11415,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9995,Zambia,11416,11416,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
8018,Zambia,11417,11417,Olyset,LastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
8019,Zambia,11418,11418,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
7986,Zambia,11419,11419,Olyset,LastNight,LastNight,NA,LastNight,NA,NA,NA,,
9996,Zambia,11420,11420,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
8020,Zambia,11421,11421,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
9997,Zambia,11422,11422,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7544,Zambia,11423,11423,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9998,Zambia,11424,11424,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
8021,Zambia,11425,11425,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
11698,Zambia,11501,11501,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
9999,Zambia,11502,11502,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
7841,Zambia,11503,11503,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7842,Zambia,11504,11504,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
8022,Zambia,11505,11505,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7353,Zambia,11506,11506,Olyset,LastNight,NA,NA,NotLastNight,NA,NA,NA,,
7843,Zambia,11507,11507,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7844,Zambia,11508,11508,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
10000,Zambia,11509,11509,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
10001,Zambia,11510,11510,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
10002,Zambia,11511,11511,Olyset,LastNight,Unclear,NA,NotLastNight,NA,NA,NA,,
7845,Zambia,11512,11512,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
11699,Zambia,11513,11513,Olyset,NotLastNight,NA,NA,Attrited,NA,NA,NA,,
7846,Zambia,11514,11514,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
8023,Zambia,11515,11515,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
7501,Zambia,11516,11516,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7627,Zambia,11517,11517,Olyset,NotLastNight,NA,NA,Attrited,NA,NA,NA,,
7847,Zambia,11518,11518,Olyset,LastNight,LastNight,NA,LastNight,NA,NA,NA,,
7354,Zambia,11519,11519,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7628,Zambia,11520,11520,Olyset,LastNight,LastNight,NA,NA,NA,LastNight,NA,,
11700,Zambia,11521,11521,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
11701,Zambia,11522,11522,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
7848,Zambia,11523,11523,Olyset,LastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
7355,Zambia,11524,11524,Olyset,LastNight,NotLastNight,NA,LastNight,NA,NA,NA,,
7629,Zambia,11525,11525,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
12088,Zambia,11601,11601,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
7630,Zambia,11602,11602,Olyset,LastNight,LastNight,NA,LastNight,NA,NA,NA,,
7356,Zambia,11603,11603,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
7631,Zambia,11604,11604,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7357,Zambia,11605,11605,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NotLastNight,NA,,
7358,Zambia,11606,11606,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
11702,Zambia,11607,11607,Olyset,NotLastNight,NA,NA,Attrited,NA,NA,NA,,
7359,Zambia,11608,11608,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
11703,Zambia,11609,11609,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7360,Zambia,11610,11610,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7632,Zambia,11611,11611,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7633,Zambia,11612,11612,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
7361,Zambia,11613,11613,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
7362,Zambia,11614,11614,Olyset,NotLastNight,LastNight,NA,NotLastNight,NA,Attrited,NA,,
7363,Zambia,11615,11615,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7634,Zambia,11616,11616,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7364,Zambia,11617,11617,Olyset,LastNight,Unclear,NA,LastNight,NA,NA,NA,,
7365,Zambia,11618,11618,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7366,Zambia,11619,11619,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7635,Zambia,11620,11620,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7636,Zambia,11621,11621,Olyset,LastNight,NotLastNight,NA,LastNight,NA,LastNight,NA,,
7987,Zambia,11622,11622,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7849,Zambia,11623,11623,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7637,Zambia,11624,11624,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
11704,Zambia,11625,11625,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
11705,Zambia,11701,11701,Olyset,LastNight,LastNight,NA,NotUse,NA,LastNight,NA,,
11706,Zambia,11702,11702,Olyset,LastNight,Attrited,NA,NotUse,NA,NA,NA,,
7367,Zambia,11703,11703,Olyset,LastNight,Attrited,NA,LastNight,NA,NotLastNight,NA,,
10003,Zambia,11704,11704,Olyset,LastNight,LastNight,NA,NotUse,NA,Attrited,NA,,
7368,Zambia,11705,11705,Olyset,NotLastNight,NotLastNight,NA,Attrited,NA,NA,NA,,
11707,Zambia,11706,11706,Olyset,LastNight,LastNight,NA,NotUse,NA,NotUse,NA,,
7369,Zambia,11707,11707,Olyset,LastNight,NotLastNight,NA,Unclear,NA,NA,NA,,
7370,Zambia,11708,11708,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
7850,Zambia,11709,11709,Olyset,LastNight,Unclear,NA,LastNight,NA,NA,NA,,
7851,Zambia,11710,11710,Olyset,LastNight,NotLastNight,NA,LastNight,NA,NotLastNight,NA,,
7852,Zambia,11711,11711,Olyset,NotLastNight,NotLastNight,NA,LastNight,NA,NA,NA,,
7371,Zambia,11712,11712,Olyset,LastNight,NotLastNight,NA,Removed,NA,NA,NA,,
7513,Zambia,11713,11713,Olyset,LastNight,LastNight,NA,NotUse,NA,LastNight,NA,,
7853,Zambia,11714,11714,Olyset,LastNight,NotLastNight,NA,LastNight,NA,LastNight,NA,,
7638,Zambia,11715,11715,Olyset,LastNight,LastNight,NA,NotUse,NA,NotUse,NA,,
7372,Zambia,11716,11716,Olyset,NotLastNight,NotLastNight,NA,Removed,NA,NA,NA,,
10004,Zambia,11717,11717,Olyset,LastNight,LastNight,NA,LastNight,NA,Removed,NA,,
7854,Zambia,11718,11718,Olyset,LastNight,LastNight,NA,NotUse,NA,Attrited,NA,,
7988,Zambia,11719,11719,Olyset,LastNight,NotUse,NA,NotUse,NA,Unclear,NA,,
11708,Zambia,11720,11720,Olyset,LastNight,Removed,NA,NotUse,NA,NA,NA,,
10005,Zambia,11721,11721,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
7639,Zambia,11722,11722,Olyset,LastNight,Removed,NA,NotLastNight,NA,NA,NA,,
7373,Zambia,11723,11723,Olyset,LastNight,NotLastNight,NA,Attrited,NA,NA,NA,,
7374,Zambia,11724,11724,Olyset,LastNight,Attrited,NA,NotUse,NA,NA,NA,,
11709,Zambia,11725,11725,Olyset,LastNight,Attrited,NA,NotUse,NA,NA,NA,,
7989,Zambia,11801,11801,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7375,Zambia,11802,11802,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
7640,Zambia,11803,11803,Olyset,LastNight,Unclear,NA,NotLastNight,NA,NA,NA,,
11710,Zambia,11804,11804,Olyset,NotLastNight,NA,NA,Removed,NA,NA,NA,,
7376,Zambia,11805,11805,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7855,Zambia,11806,11806,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
7641,Zambia,11807,11807,Olyset,LastNight,Unclear,NA,LastNight,NA,NA,NA,,
7377,Zambia,11808,11808,Olyset,LastNight,NotLastNight,NA,LastNight,NA,NotLastNight,NA,,
7642,Zambia,11809,11809,Olyset,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
7643,Zambia,11810,11810,Olyset,LastNight,LastNight,NA,NotLastNight,NA,Unclear,NA,,
10006,Zambia,11811,11811,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
7644,Zambia,11812,11812,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7645,Zambia,11813,11813,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7646,Zambia,11814,11814,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
7856,Zambia,11815,11815,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7647,Zambia,11816,11816,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7648,Zambia,11817,11817,Olyset,LastNight,LastNight,NA,LastNight,NA,NA,NA,,
7378,Zambia,11818,11818,Olyset,NotLastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
11711,Zambia,11819,11819,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
11712,Zambia,11820,11820,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7649,Zambia,11821,11821,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
11713,Zambia,11822,11822,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
7650,Zambia,11823,11823,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,LastNight,NA,,
11714,Zambia,11824,11824,Olyset,LastNight,NA,NA,Unclear,NA,NA,NA,,
7990,Zambia,11825,11825,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7651,Zambia,11901,11901,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
10007,Zambia,11902,11902,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7652,Zambia,11903,11903,Olyset,LastNight,Removed,NA,LastNight,NA,NA,NA,,
7857,Zambia,11904,11904,Olyset,LastNight,LastNight,NA,LastNight,NA,NotUse,NA,,
7653,Zambia,11905,11905,Olyset,LastNight,LastNight,NA,LastNight,NA,Removed,NA,,
7654,Zambia,11906,11906,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
7379,Zambia,11907,11907,Olyset,LastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
11715,Zambia,11908,11908,Olyset,LastNight,NA,NA,LastNight,NA,NotUse,NA,,
7655,Zambia,11909,11909,Olyset,LastNight,LastNight,NA,NotUse,NA,NotLastNight,NA,,
7656,Zambia,11910,11910,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
11716,Zambia,11911,11911,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
7657,Zambia,11912,11912,Olyset,LastNight,LastNight,NA,LastNight,NA,NA,NA,,
7658,Zambia,11913,11913,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7858,Zambia,11914,11914,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
10008,Zambia,11915,11915,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
7859,Zambia,11916,11916,Olyset,LastNight,Unclear,NA,LastNight,NA,NA,NA,,
7380,Zambia,11917,11917,Olyset,LastNight,LastNight,NA,NotUse,NA,Unclear,NA,,
11717,Zambia,11918,11918,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
7991,Zambia,11919,11919,Olyset,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
7381,Zambia,11920,11920,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
7860,Zambia,11921,11921,Olyset,NotLastNight,Attrited,NA,LastNight,NA,NA,NA,,
10009,Zambia,11922,11922,Olyset,LastNight,NA,NA,Removed,NA,NA,NA,,
7535,Zambia,11923,11923,Olyset,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7382,Zambia,11924,11924,Olyset,LastNight,LastNight,NA,LastNight,NA,Unclear,NA,,
10010,Zambia,11925,11925,Olyset,LastNight,Unclear,NA,NotUse,NA,NA,NA,,
7383,Zambia,12001,12001,Olyset,LastNight,NotLastNight,NA,Attrited,NA,NA,NA,,
10011,Zambia,12002,12002,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,LastNight,NA,,
7504,Zambia,12003,12003,Olyset,LastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
7384,Zambia,12004,12004,Olyset,LastNight,LastNight,NA,NotLastNight,NA,Removed,NA,,
7385,Zambia,12005,12005,Olyset,NotLastNight,Attrited,NA,NotUse,NA,NotLastNight,NA,,
7386,Zambia,12006,12006,Olyset,NotLastNight,NA,NA,NotLastNight,NA,NotLastNight,NA,,
7387,Zambia,12007,12007,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NotLastNight,NA,,
8063,Zambia,12008,12008,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7539,Zambia,12009,12009,Olyset,LastNight,LastNight,NA,NotLastNight,NA,Attrited,NA,,
7861,Zambia,12010,12010,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
7559,Zambia,12011,12011,Olyset,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
10012,Zambia,12012,12012,Olyset,LastNight,LastNight,NA,NotUse,NA,Attrited,NA,,
10013,Zambia,12013,12013,Olyset,LastNight,LastNight,NA,LastNight,NA,Removed,NA,,
7505,Zambia,12014,12014,Olyset,LastNight,LastNight,NA,NotLastNight,NA,NA,NA,,
7388,Zambia,12015,12015,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NotLastNight,NA,,
7389,Zambia,12016,12016,Olyset,LastNight,LastNight,NA,NotLastNight,NA,Attrited,NA,,
7538,Zambia,12017,12017,Olyset,LastNight,LastNight,NA,NotLastNight,NA,Attrited,NA,,
8024,Zambia,12018,12018,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
12089,Zambia,12019,12019,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
11718,Zambia,12020,12020,Olyset,LastNight,NotUse,NA,NotUse,NA,Attrited,NA,,
10014,Zambia,12021,12021,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7534,Zambia,12022,12022,Olyset,LastNight,LastNight,NA,LastNight,NA,Removed,NA,,
7532,Zambia,12023,12023,Olyset,LastNight,NA,NA,Attrited,NA,NA,NA,,
7659,Zambia,12024,12024,Olyset,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7390,Zambia,12025,12025,Olyset,LastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
10015,Zambia,20101,20101,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
10016,Zambia,20102,20102,PermaNet 2.0,NotLastNight,NA,NA,NA,NA,NA,NA,,
8025,Zambia,20103,20103,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,Unclear,NA,,
7660,Zambia,20104,20104,PermaNet 2.0,LastNight,Removed,NA,LastNight,NA,NA,NA,,
10017,Zambia,20105,20105,PermaNet 2.0,LastNight,LastNight,NA,NotLastNight,NA,NotUse,NA,,
11719,Zambia,20106,20106,PermaNet 2.0,LastNight,NA,NA,Unclear,NA,NA,NA,,
7862,Zambia,20107,20107,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
7661,Zambia,20108,20108,PermaNet 2.0,NotLastNight,Attrited,NA,LastNight,NA,NA,NA,,
7514,Zambia,20109,20109,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7551,Zambia,20110,20110,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
11720,Zambia,20111,20111,PermaNet 2.0,LastNight,NA,NA,Unclear,NA,NA,NA,,
10018,Zambia,20112,20112,PermaNet 2.0,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
11721,Zambia,20113,20113,PermaNet 2.0,LastNight,LastNight,NA,NotLastNight,NA,Removed,NA,,
7662,Zambia,20114,20114,PermaNet 2.0,LastNight,NotLastNight,NA,NotLastNight,NA,Attrited,NA,,
10019,Zambia,20115,20115,PermaNet 2.0,NotLastNight,Unclear,NA,LastNight,NA,NA,NA,,
10020,Zambia,20116,20116,PermaNet 2.0,LastNight,LastNight,NA,NotLastNight,NA,Unclear,NA,,
7556,Zambia,20117,20117,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
11722,Zambia,20118,20118,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
11723,Zambia,20119,20119,PermaNet 2.0,LastNight,Removed,NA,LastNight,NA,NA,NA,,
7525,Zambia,20120,20120,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
11724,Zambia,20121,20121,PermaNet 2.0,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
10021,Zambia,20122,20122,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,NA,NA,,
10022,Zambia,20123,20123,PermaNet 2.0,LastNight,LastNight,NA,NotLastNight,NA,Attrited,NA,,
7663,Zambia,20124,20124,PermaNet 2.0,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
11725,Zambia,20125,20125,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
10023,Zambia,20126,20126,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,Attrited,NA,,
8026,Zambia,20127,20127,PermaNet 2.0,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
11726,Zambia,20128,20128,PermaNet 2.0,LastNight,NA,NA,Removed,NA,NA,NA,,
7863,Zambia,20201,20201,PermaNet 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
7864,Zambia,20202,20202,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7664,Zambia,20203,20203,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7865,Zambia,20204,20204,PermaNet 2.0,LastNight,LastNight,NA,NA,NA,LastNight,NA,,
7391,Zambia,20205,20205,PermaNet 2.0,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
7392,Zambia,20206,20206,PermaNet 2.0,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
7545,Zambia,20207,20207,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,Removed,NA,,
10024,Zambia,20208,20208,PermaNet 2.0,LastNight,Attrited,NA,LastNight,NA,NA,NA,,
7393,Zambia,20209,20209,PermaNet 2.0,LastNight,LastNight,NA,NotLastNight,NA,NotLastNight,NA,,
7394,Zambia,20210,20210,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
8027,Zambia,20211,20211,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7395,Zambia,20212,20212,PermaNet 2.0,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
7396,Zambia,20213,20213,PermaNet 2.0,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
7397,Zambia,20214,20214,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
7665,Zambia,20215,20215,PermaNet 2.0,NotLastNight,LastNight,NA,LastNight,NA,NotLastNight,NA,,
10025,Zambia,20216,20216,PermaNet 2.0,NotLastNight,Removed,NA,NotLastNight,NA,NA,NA,,
7666,Zambia,20217,20217,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
7667,Zambia,20218,20218,PermaNet 2.0,LastNight,LastNight,NA,LastNight,NA,LastNight,NA,,
