"","Country","NetCode","Brand","Round","Status","PHI","Damage_related","Wash","WashFreq","Bedding","Reason","Location"
"1","Kenya","J000","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"2","Kenya","J006","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"3","Kenya","J006","Dawaplus 2.0",42,"Not in use",14534,"No",NA,NA,NA,"","Stored Away"
"4","Kenya","J009","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"5","Kenya","J010","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"6","Kenya","J011","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"7","Kenya","J013","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"8","Kenya","J013","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"9","Kenya","J015","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"10","Kenya","J015","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"",""
"11","Kenya","J016","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"12","Kenya","J016","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"13","Kenya","J017","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"14","Kenya","J017","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"15","Kenya","J018","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"16","Kenya","J018","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"17","Kenya","J021","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"18","Kenya","J023","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"19","Kenya","J024","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"20","Kenya","J032","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"21","Kenya","J033","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"22","Kenya","J035","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"23","Kenya","J037","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"24","Kenya","J040","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"25","Kenya","J040","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"26","Kenya","J040","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"27","Kenya","J040","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"28","Kenya","J045","Dawaplus 2.0",18,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"29","Kenya","J045","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"30","Kenya","J045","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"31","Kenya","J045","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"32","Kenya","J049","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"33","Kenya","J051","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"34","Kenya","J053","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"35","Kenya","J055","Dawaplus 2.0",42,"Not in use",9468,"No",NA,NA,NA,"","Stored Away"
"36","Kenya","J060","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"37","Kenya","J060","Dawaplus 2.0",36,"Not in use",1151,"No",NA,NA,NA,"","Stored Away"
"38","Kenya","J063","Dawaplus 2.0",36,"Not in use",49,"No",NA,NA,NA,"","Stored Away"
"39","Kenya","J070","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"40","Kenya","J071","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"41","Kenya","J074","Dawaplus 2.0",18,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"42","Kenya","J074","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"43","Kenya","J074","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"44","Kenya","J074","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"45","Kenya","J078","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"46","Kenya","J078","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"47","Kenya","J079","Dawaplus 2.0",48,"Not in use",2022,"No",NA,NA,NA,"","Stored Away"
"48","Kenya","J080","Dawaplus 2.0",48,"Not in use",979,"No",NA,NA,NA,"","Stored Away"
"49","Kenya","J087","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"50","Kenya","J089","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"51","Kenya","J090","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"52","Kenya","J090","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"53","Kenya","J092","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"54","Kenya","J093","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"55","Kenya","J093","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"56","Kenya","J093","Dawaplus 2.0",48,"Not in use",771,"No",NA,NA,NA,"","Stored Away"
"57","Kenya","J098","Dawaplus 2.0",42,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"58","Kenya","J099","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"59","Kenya","J100","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"60","Kenya","J104","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"61","Kenya","J114","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"62","Kenya","J116","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"63","Kenya","J117","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"",""
"64","Kenya","J117","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"65","Kenya","J118","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"66","Kenya","J125","Dawaplus 2.0",36,"Not in use",366,"No",NA,NA,NA,"","Stored Away"
"67","Kenya","J125","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"68","Kenya","J128","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"69","Kenya","J128","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"70","Kenya","J129","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"71","Kenya","J130","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"72","Kenya","J131","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"73","Kenya","J131","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"74","Kenya","J132","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"75","Kenya","J133","Dawaplus 2.0",36,"Not in use",543,"No",NA,NA,NA,"","Stored Away"
"76","Kenya","J136","Dawaplus 2.0",36,"Not in use",415,"No",NA,NA,NA,"","Stored Away"
"77","Kenya","J137","Dawaplus 2.0",36,"Not in use",613,"No",NA,NA,NA,"","Stored Away"
"78","Kenya","J140","Dawaplus 2.0",36,"Not in use",492,"No",NA,NA,NA,"","Stored Away"
"79","Kenya","J141","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"80","Kenya","J142","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"",""
"81","Kenya","J142","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"82","Kenya","J143","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"",""
"83","Kenya","J143","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"84","Kenya","J143","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"85","Kenya","J144","Dawaplus 2.0",12,"Not used last night",0,"No",NA,NA,NA,"",""
"86","Kenya","J148","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"87","Kenya","J153","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"88","Kenya","J153","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"89","Kenya","J153","Dawaplus 2.0",30,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"90","Kenya","J153","Dawaplus 2.0",36,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"91","Kenya","J154","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"92","Kenya","J154","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"93","Kenya","J154","Dawaplus 2.0",30,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"94","Kenya","J156","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"95","Kenya","J157","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"96","Kenya","J158","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"97","Kenya","J161","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"98","Kenya","J164","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"99","Kenya","J168","Dawaplus 2.0",36,"Not in use",341,"No",NA,NA,NA,"","Stored Away"
"100","Kenya","J172","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"101","Kenya","J176","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"102","Kenya","J180","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"103","Kenya","J184","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"104","Kenya","J185","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"105","Kenya","J185","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"106","Kenya","J186","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"107","Kenya","J187","Dawaplus 2.0",42,"Not in use",1098,"No",NA,NA,NA,"","Stored Away"
"108","Kenya","J188","Dawaplus 2.0",36,"Not in use",3,"No",NA,NA,NA,"","Stored Away"
"109","Kenya","J192","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"110","Kenya","J195","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"111","Kenya","J197","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"112","Kenya","J217","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"113","Kenya","J220","Dawaplus 2.0",42,"Not in use",8515,"No",NA,NA,NA,"","Stored Away"
"114","Kenya","J220","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"115","Kenya","J221","Dawaplus 2.0",36,"Not in use",49,"No",NA,NA,NA,"","Stored Away"
"116","Kenya","J222","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"117","Kenya","J224","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"",""
"118","Kenya","J224","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"",""
"119","Kenya","J224","Dawaplus 2.0",36,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"120","Kenya","J224","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"121","Kenya","J225","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"",""
"122","Kenya","J225","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"",""
"123","Kenya","J225","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"124","Kenya","J225","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"125","Kenya","J225","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"126","Kenya","J231","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"127","Kenya","J231","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"128","Kenya","J239","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"129","Kenya","J239","Dawaplus 2.0",24,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"130","Kenya","J242","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"131","Kenya","J250","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"132","Kenya","J251","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"",""
"133","Kenya","J251","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"134","Kenya","J251","Dawaplus 2.0",42,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"135","Kenya","J251","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"136","Kenya","J252","Dawaplus 2.0",36,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"137","Kenya","J252","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"138","Kenya","J252","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"139","Kenya","J253","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"140","Kenya","J253","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"141","Kenya","J253","Dawaplus 2.0",48,"Not in use",145,"No",NA,NA,NA,"","Stored Away"
"142","Kenya","J259","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"143","Kenya","J265","Dawaplus 2.0",42,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"144","Kenya","J268","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"145","Kenya","J272","Dawaplus 2.0",36,"Not in use",1123,"No",NA,NA,NA,"","Stored Away"
"146","Kenya","J273","Dawaplus 2.0",36,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"147","Kenya","J274","Dawaplus 2.0",36,"Not in use",1240,"No",NA,NA,NA,"","Stored Away"
"148","Kenya","J276","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"149","Kenya","J277","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"150","Kenya","J281","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"151","Kenya","J282","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"152","Kenya","J284","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"153","Kenya","J286","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"154","Kenya","J286","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"155","Kenya","J287","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"156","Kenya","J288","Dawaplus 2.0",18,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"157","Kenya","J288","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"158","Kenya","J292","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"159","Kenya","J293","Dawaplus 2.0",18,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"160","Kenya","J297","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"161","Kenya","J298","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"162","Kenya","J299","Dawaplus 2.0",42,"Not in use",4120,"No",NA,NA,NA,"","Stored Away"
"163","Kenya","J299","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"164","Kenya","J302","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"165","Kenya","J305","Dawaplus 2.0",18,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"166","Kenya","J306","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"167","Kenya","J306","Dawaplus 2.0",36,"Not in use",312,"No",NA,NA,NA,"","Stored Away"
"168","Kenya","J310","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"169","Kenya","J310","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"170","Kenya","J313","Dawaplus 2.0",36,"Not in use",1380,"No",NA,NA,NA,"","Stored Away"
"171","Kenya","J313","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"172","Kenya","J325","Dawaplus 2.0",30,"Not in use",922,"No",NA,NA,NA,"","Stored Away"
"173","Kenya","J328","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"174","Kenya","J328","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"175","Kenya","J333","Dawaplus 2.0",36,"Not in use",78,"No",NA,NA,NA,"","Stored Away"
"176","Kenya","J336","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"177","Kenya","J341","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"178","Kenya","J342","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"179","Kenya","J342","Dawaplus 2.0",42,"Not in use",6860,"No",NA,NA,NA,"","Stored Away"
"180","Kenya","J343","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"181","Kenya","J347","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"182","Kenya","J347","Dawaplus 2.0",36,"Not in use",1370,"No",NA,NA,NA,"","Stored Away"
"183","Kenya","J348","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"184","Kenya","J349","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"185","Kenya","J350","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"186","Kenya","J350","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"187","Kenya","J362","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"188","Kenya","J364","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"189","Kenya","J364","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"190","Kenya","J366","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"191","Kenya","J370","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"192","Kenya","J370","Dawaplus 2.0",36,"Not in use",196,"No",NA,NA,NA,"","Stored Away"
"193","Kenya","J381","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"194","Kenya","J381","Dawaplus 2.0",42,"Not in use",28,"No",NA,NA,NA,"",""
"195","Kenya","J383","Dawaplus 2.0",42,"Not used last night",0,"No",NA,NA,NA,"","Stored Away"
"196","Kenya","J386","Dawaplus 2.0",42,"Not used last night",20523,"No",NA,NA,NA,"","Stored Away"
"197","Kenya","J392","Dawaplus 2.0",42,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"198","Kenya","J396","Dawaplus 2.0",36,"Not in use",0,"No",NA,NA,NA,"",""
"199","Kenya","J396","Dawaplus 2.0",42,"Not used last night",0,"No",NA,NA,NA,"","Stored Away"
"200","Kenya","J396","Dawaplus 2.0",48,"Not in use",1995,"No",NA,NA,NA,"","Stored Away"
"201","Kenya","J422","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"202","Kenya","J422","Dawaplus 2.0",36,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"203","Kenya","J422","Dawaplus 2.0",42,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"204","Kenya","J423","Dawaplus 2.0",12,"Not used last night",0,"No",NA,NA,NA,"",""
"205","Kenya","J424","Dawaplus 2.0",18,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"206","Kenya","J424","Dawaplus 2.0",48,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"207","Kenya","J425","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"208","Kenya","J425","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"209","Kenya","J426","Dawaplus 2.0",42,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"210","Kenya","J436","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"211","Kenya","J438","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"212","Kenya","J438","Dawaplus 2.0",36,"Not in use",744,"No",NA,NA,NA,"","Stored Away"
"213","Kenya","J440","Dawaplus 2.0",30,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"214","Kenya","J442","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"215","Kenya","J442","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"216","Kenya","J442","Dawaplus 2.0",42,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"217","Kenya","J443","Dawaplus 2.0",30,"Not used last night",0,"No",NA,NA,NA,"","Stored Away"
"218","Kenya","J444","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"219","Kenya","J444","Dawaplus 2.0",42,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"220","Kenya","J444","Dawaplus 2.0",48,"Not in use",NA,"No",NA,NA,NA,"",""
"221","Kenya","J447","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"222","Kenya","J447","Dawaplus 2.0",36,"Not in use",56,"No",NA,NA,NA,"",""
"223","Kenya","J449","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"224","Kenya","J450","Dawaplus 2.0",30,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"225","Kenya","J455","Dawaplus 2.0",30,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"226","Kenya","J456","Dawaplus 2.0",36,"Not in use",1,"No",NA,NA,NA,"","Stored Away"
"227","Kenya","J457","Dawaplus 2.0",42,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"228","Kenya","J460","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"229","Kenya","J460","Dawaplus 2.0",42,"Not used last night",11971,"No",NA,NA,NA,"","Stored Away"
"230","Kenya","J461","Dawaplus 2.0",36,"Not in use",198,"No",NA,NA,NA,"","Stored Away"
"231","Kenya","J461","Dawaplus 2.0",42,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"232","Kenya","J461","Dawaplus 2.0",48,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"233","Kenya","J467","Dawaplus 2.0",42,"Not in use",53,"No",NA,NA,NA,"",""
"234","Kenya","J468","Dawaplus 2.0",30,"Not used last night",116,"No",NA,NA,NA,"","Stored Away"
"235","Kenya","J469","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"236","Kenya","J469","Dawaplus 2.0",30,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"237","Kenya","J469","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"238","Kenya","J469","Dawaplus 2.0",42,"Not used last night",0,"No",NA,NA,NA,"","Stored Away"
"239","Kenya","J469","Dawaplus 2.0",48,"Not used last night",0,"No",NA,NA,NA,"","Stored Away"
"240","Kenya","J472","Dawaplus 2.0",24,"Not used last night",NA,"No",NA,NA,NA,"","Stored Away"
"241","Kenya","J472","Dawaplus 2.0",36,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"242","Kenya","J474","Dawaplus 2.0",36,"Not in use",NA,"No",NA,NA,NA,"",""
"243","Kenya","J477","Dawaplus 2.0",36,"Not in use",495,"No",NA,NA,NA,"","Stored Away"
"244","Kenya","J478","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"245","Kenya","J510","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"246","Kenya","J510","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"247","Kenya","J511","Dawaplus 2.0",18,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"248","Kenya","J511","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"249","Kenya","J511","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"250","Kenya","J517","Dawaplus 2.0",24,"Not in use",288,"No",NA,NA,NA,"","Stored Away"
"251","Kenya","J518","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"252","Kenya","J518","Dawaplus 2.0",42,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"253","Kenya","J519","Dawaplus 2.0",30,"Not in use",NA,"No",NA,NA,NA,"",""
"254","Kenya","J520","Dawaplus 2.0",42,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
"255","Kenya","J521","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"256","Kenya","J521","Dawaplus 2.0",42,"Not in use",11002,"No",NA,NA,NA,"","Stored Away"
"257","Kenya","J522","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"258","Kenya","J522","Dawaplus 2.0",42,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"259","Kenya","J523","Dawaplus 2.0",24,"Not in use",NA,"No",NA,NA,NA,"","Stored Away"
"260","Kenya","J523","Dawaplus 2.0",42,"Not in use",0,"No",NA,NA,NA,"","Stored Away"
